ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A_400B,P411B,P412B_CANT_1,P412B_CANT_2,P412B_UM,P412B_UMCOD,P412B_EQUI_KG,P413B_CANT_1,P413B_CANT_2,P413B_PREUNT_1,P413B_PREUNT_2,P413B_VAL,P413B_PRE_KG,P414B_ENT,P414B_DEC,P414B_PREUNT_1,P414B_PREUNT_2,P414B_VAL,P414B_PRE_KG,P415B_ENT,P415B_DEC,P415B_PREUNT_1,P415B_PREUNT_2,P415B_VAL,P415B_PRE_KG,P416B_ENT,P416B_DEC,P417B,OMICAP400_03
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09617,00128,14,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00014,1,1,2,5,76.7151675485009,1,1,1,1,1,90,00,LITRO,14,1,0,00, , , , ,50,00,2,00,100,2,30,00,2,00,60,2,10,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00014,1,1,2,5,76.7151675485009,1,1,1,15,6,12,00,KILOGRAMO,12,1,0,00, , , , ,7,00,9,00,63,9, , , , , , ,5,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00038,2,1,2,5,76.7151675485009,1,1,1,15,6,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,10,00,40,10, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00060,3,1,2,5,76.7151675485009,1,1,1,2,3,3,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,3,00,3, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00060,3,1,2,5,76.7151675485009,1,1,1,15,6,30,00,KILOGRAMO,12,1,20,00,9,00,180,9,10,00,9,00,90,9, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00105,5,1,2,5,76.7151675485009,1,1,1,3,2,60,00,LITRO,14,1,20,00,4,00,80,4,30,00,5,00,150,5,0,00, , , , ,10,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00105,5,1,2,5,76.7151675485009,1,1,1,2,3,2,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,2,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00105,5,1,2,5,76.7151675485009,1,1,1,15,6,15,00,KILOGRAMO,12,1,5,00,9,00,45,9,10,00,9,00,90,9, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00128,6,1,2,5,76.7151675485009,1,1,1,3,2,30,00,LITRO,14,1,10,00,5,00,50,5,20,00,5,00,100,5,0,00, , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00128,6,1,2,5,76.7151675485009,1,1,1,15,6,24,00,KILOGRAMO,12,1,10,00,8,00,80,8,14,00,8,50,119,8.5, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00128,6,1,2,5,76.7151675485009,1,1,1,2,3,2,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,2,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00131,7,1,2,5,76.7151675485009,1,1,1,15,6,12,00,KILOGRAMO,12,1,10,00,8,00,80,8,2,00,8,50,17,8.5, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00159,8,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00165,10,1,2,5,76.7151675485009,1,1,1,15,6,3,00,KILOGRAMO,12,1,0,00, , , , ,3,00,12,00,36,12, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00201,11,1,2,5,76.7151675485009,1,1,1,2,3,3,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,3,00,3, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00201,11,1,2,5,76.7151675485009,1,1,1,15,6,12,00,KILOGRAMO,12,1,10,00,8,00,80,8,2,00,8,00,16,8, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00227,12,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00265,13,1,2,5,76.7151675485009,1,1,1,15,6,12,00,KILOGRAMO,12,1,2,00,8,00,16,8,10,00,8,00,80,8, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09619,00271,14,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00011,1,1,2,5,76.7151675485009,1,1,1,15,6,60,00,UNIDAD,24,.06,0,00, , , , ,60,00,0,50,30,8.3333, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00022,2,1,2,5,76.7151675485009,1,1,1,15,6,144,00,UNIDAD,24,.06,0,00, , , , ,144,00,0,50,72,8.3333, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00034,3,1,2,5,76.7151675485009,1,1,1,15,6,360,00,UNIDAD,24,.06,0,00, , , , ,360,00,0,50,180,8.3333, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00041,4,1,2,5,76.7151675485009,1,1,1,15,6,120,00,UNIDAD,24,.06,0,00, , , , ,120,00,0,50,60,8.3333, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00041,4,1,2,5,76.7151675485009,1,1,1,2,3,2,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,2,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00054,5,1,2,5,76.7151675485009,1,1,1,15,6,60,00,UNIDAD,24,.06,0,00, , , , ,60,00,0,50,30,8.3333, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00068,6,1,2,5,76.7151675485009,1,1,1,15,6,180,00,UNIDAD,24,.06,0,00, , , , ,180,00,0,50,90,8.3333, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00073,7,1,2,5,76.7151675485009,1,1,1,15,6,288,00,UNIDAD,24,.06,0,00, , , , ,288,00,0,50,144,8.3333, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00086,8,1,2,5,76.7151675485009,1,1,1,15,6,300,00,UNIDAD,24,.06,0,00, , , , ,300,00,0,50,150,8.3333, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00113,11,1,2,5,76.7151675485009,1,1,1,15,6,300,00,UNIDAD,24,.06,0,00, , , , ,300,00,0,50,150,8.3333, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00113,11,1,2,5,76.7151675485009,1,1,1,2,3,4,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,4,00,4, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00120,12,1,2,5,76.7151675485009,1,1,1,2,3,2,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,2,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00120,12,1,2,5,76.7151675485009,1,1,1,15,6,300,00,UNIDAD,24,.06,0,00, , , , ,300,00,0,50,150,8.3333, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00129,13,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,04,PINRA,09623,00131,14,1,2,5,76.7151675485009,1,1,1,2,3,1,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,1,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00002,1,1,2,5,76.7151675485009,1,1,1,15,6,6,00,KILOGRAMO,12,1,0,00, , , , ,6,00,12,00,72,12, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00019,2,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00028,4,1,2,5,76.7151675485009,1,1,1,15,6,6,00,KILOGRAMO,12,1,0,00, , , , ,6,00,12,00,72,12, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00028,4,1,2,5,76.7151675485009,1,1,1,2,3,3,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,3,00,3, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00032,5,1,2,5,76.7151675485009,1,1,1,2,3,2,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,2,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00032,5,1,2,5,76.7151675485009,1,1,1,15,6,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,10,00,40,10, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00052,7,1,2,5,76.7151675485009,1,1,1,1,1,90,00,LITRO,14,1,0,00, , , , ,90,00,2,00,180,2,0,00, , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00077,9,1,2,5,76.7151675485009,1,1,1,15,6,8,00,KILOGRAMO,12,1,0,00, , , , ,8,00,10,00,80,10, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00077,9,1,2,5,76.7151675485009,1,1,1,2,3,3,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,3,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00088,10,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00099,11,1,2,5,76.7151675485009,1,1,1,2,3,5,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,5,00,5, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00099,11,1,2,5,76.7151675485009,1,1,1,15,6,3,00,KILOGRAMO,12,1,0,00, , , , ,3,00,12,00,36,12, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00109,12,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00112,13,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00125,14,1,2,5,76.7151675485009,1,1,1,2,3,3,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,3,00,2, 
2021,10,HUÁNUCO,04,HUACAYBAMBA,01,HUACAYBAMBA,09637,00125,14,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00008,2,1,2,5,89.5010288065844,1,1,1,15,6,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,7,50,30,7.5, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00021,3,1,2,5,89.5010288065844,1,1,1,15,6,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,7,50,150,7.5, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00025,4,1,2,5,89.5010288065844,1,1,1,15,6,48,00,KILOGRAMO,12,1,30,00,7,50,225,7.5,18,00,7,50,135,7.5, , , , , , ,0,00,10, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00025,4,1,2,5,89.5010288065844,1,1,1,2,3,8,00,LIBRA,36,.45,6,00,5,00,30,11.1111, , , , , , , , , , , , ,2,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00036,5,1,2,5,89.5010288065844,1,1,1,15,6,24,00,KILOGRAMO,12,1,0,00, , , , ,24,00,7,50,180,7.5, , , , , , ,0,00,6, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00048,6,1,2,5,89.5010288065844,1,1,1,15,6,90,00,UNIDAD,24,.07,0,00, , , , ,90,00,0,50,45,7.1429, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00048,6,1,2,5,89.5010288065844,1,1,1,1,1,72,00,LITRO,14,1,0,00, , , , ,72,00,1,50,108,1.5,0,00, , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00064,7,1,2,5,89.5010288065844,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00076,9,1,2,5,89.5010288065844,1,1,1,15,6,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,7,50,150,7.5, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00086,10,1,2,5,89.5010288065844,1,1,1,15,6,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,7,50,150,7.5, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00099,11,1,2,5,89.5010288065844,1,1,1,15,6,16,00,KILOGRAMO,12,1,0,00, , , , ,10,00,7,50,75,7.5, , , , , , ,6,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00101,12,1,2,5,89.5010288065844,1,1,1,15,6,16,00,KILOGRAMO,12,1,10,00,7,00,70,7,6,00,12,00,72,12, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,05,JIRCAN,09646,00114,13,1,2,5,89.5010288065844,1,1,1,15,6,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,7,50,90,7.5, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00013,1,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00015,3,1,2,5,76.7151675485009,1,1,1,15,6,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,7,50,90,7.5, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00036,4,1,2,5,76.7151675485009,1,1,1,15,6,24,00,KILOGRAMO,12,1,0,00, , , , ,24,00,7,50,180,7.5, , , , , , ,0,00,8, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00054,5,1,2,5,76.7151675485009,1,1,1,15,6,108,00,UNIDAD,24,.07,0,00, , , , ,108,00,0,50,54,7.1429, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00078,6,1,2,5,76.7151675485009,1,1,1,15,6,17,00,KILOGRAMO,12,1,0,00, , , , ,17,00,8,00,136,8, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00086,7,1,2,5,76.7151675485009,1,1,1,15,6,120,00,KILOGRAMO,12,1,0,00, , , , ,120,00,8,00,960,8, , , , , , ,0,00,10, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00120,9,1,2,5,76.7151675485009,1,1,1,15,6,378,00,KILOGRAMO,12,1,0,00, , , , ,378,00,7,50,2835,7.5, , , , , , ,0,00,45, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00123,10,1,2,5,76.7151675485009,1,1,1,15,6,48,00,KILOGRAMO,12,1,20,00,7,50,150,7.5,20,00,7,50,150,7.5, , , , , , ,8,00,8, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00150,12,1,2,5,76.7151675485009,1,1,1,15,6,16,00,KILOGRAMO,12,1,0,00, , , , ,16,00,7,50,120,7.5, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00173,13,1,2,5,76.7151675485009,1,1,1,15,6,67,00,KILOGRAMO,12,1,0,00, , , , ,67,00,7,50,503,7.5, , , , , , ,0,00,6, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,00177,14,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,8,00,80,8, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00001,1,1,2,5,76.7151675485009,1,1,1,15,6,540,00,UNIDAD,24,.07,40,00,0,50,20,7.1429,500,00,0,50,250,7.1429, , , , , , ,0,00,6, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00012,2,1,2,5,76.7151675485009,1,1,1,15,6,270,00,UNIDAD,24,.07,0,00, , , , ,270,00,0,50,135,7.1429, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00020,3,1,2,5,76.7151675485009,1,1,1,15,6,360,00,UNIDAD,24,.07,0,00, , , , ,360,00,0,50,180,7.1429, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00037,4,1,2,5,76.7151675485009,1,1,1,15,6,312,00,UNIDAD,24,.07,0,00, , , , ,312,00,0,50,156,7.1429, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00052,5,1,2,5,76.7151675485009,1,1,1,15,6,216,00,UNIDAD,24,.07,0,00, , , , ,216,00,0,50,108,7.1429, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00058,6,1,2,5,76.7151675485009,1,1,1,15,6,720,00,UNIDAD,24,.07,0,00, , , , ,720,00,0,50,360,7.1429, , , , , , ,0,00,10, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00087,9,1,2,5,76.7151675485009,1,1,1,15,6,360,00,UNIDAD,24,.07,0,00, , , , ,360,00,0,50,180,7.1429, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00100,10,1,2,5,76.7151675485009,1,1,1,15,6,288,00,UNIDAD,24,.07,0,00, , , , ,258,00,0,50,129,7.1429, , , , , , ,30,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00104,11,1,2,5,76.7151675485009,1,1,1,15,6,216,00,UNIDAD,24,.07,0,00, , , , ,216,00,0,50,108,7.1429, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00125,13,1,2,5,76.7151675485009,1,1,1,15,6,360,00,UNIDAD,24,.07,300,00,0,50,150,7.1429,60,00,0,50,30,7.1429, , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00003,1,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00012,2,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00017,3,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00025,4,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00029,5,1,2,5,76.7151675485009,1,1,1,15,6,6,00,KILOGRAMO,12,1,0,00, , , , ,6,00,8,00,48,8, , , , , , ,0,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00043,6,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,8,00,80,8, , , , , , ,0,00,5, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00060,7,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00069,8,1,2,5,76.7151675485009,1,1,1,15,6,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,8,00,32,8, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00070,9,1,2,5,76.7151675485009,1,1,1,12,7, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00070,9,1,2,5,76.7151675485009,1,1,1,15,6,8,00,KILOGRAMO,12,1,0,00, , , , ,4,00,8,00,32,8, , , , , , ,4,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00092,11,1,2,5,76.7151675485009,1,1,1,15,6,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,6,00,60,6, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09663,00108,13,1,2,5,76.7151675485009,1,1,1,15,6,12,00,KILOGRAMO,12,1,2,00,8,00,16,8,6,00,8,00,48,8, , , , , , ,4,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00007,1,1,2,5,76.7151675485009,1,1,1,15,6,6,40,KILOGRAMO,12,1,0,00, , , , ,6,40,8,00,51,8, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00025,2,1,2,5,76.7151675485009,1,1,1,15,6,14,00,KILOGRAMO,12,1,0,00, , , , ,11,00,8,55,94,8.55, , , , , , ,3,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00025,2,1,2,5,76.7151675485009,1,1,1,2,3,4,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,4,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00026,3,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00047,4,1,2,5,76.7151675485009,1,1,1,15,6,6,40,KILOGRAMO,12,1,0,00, , , , ,6,40,8,00,51,8, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00047,4,1,2,5,76.7151675485009,1,1,1,2,3,1,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,1,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00093,7,1,2,5,76.7151675485009,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00117,8,1,2,5,76.7151675485009,1,1,1,15,6,6,40,KILOGRAMO,12,1,0,00, , , , ,6,40,8,50,54,8.5, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00136,9,1,2,5,76.7151675485009,1,1,1,2,3,1,50,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,1,50,3, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00136,9,1,2,5,76.7151675485009,1,1,1,15,6,14,00,KILOGRAMO,12,1,0,00, , , , ,11,00,8,00,88,8, , , , , , ,3,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00144,10,1,2,5,76.7151675485009,1,1,1,15,6,6,40,KILOGRAMO,12,1,0,00, , , , ,6,40,8,00,51,8, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00152,11,1,2,5,76.7151675485009,1,1,1,2,3,2,50,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,2,50,5, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00155,12,1,2,5,76.7151675485009,1,1,1,2,3,3,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,3,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00155,12,1,2,5,76.7151675485009,1,1,1,15,6,19,20,KILOGRAMO,12,1,10,00,8,00,80,8,8,20,8,50,70,8.5, , , , , , ,1,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00174,13,1,2,5,76.7151675485009,1,1,1,15,6,6,40,KILOGRAMO,12,1,0,00, , , , ,6,40,8,00,51,8, , , , , , ,0,00,1, 
2021,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09670,00194,14,1,2,5,76.7151675485009,1,1,1,15,6,13,00,KILOGRAMO,12,1,0,00, , , , ,13,00,8,00,104,8, , , , , , ,0,00,2, 
2021,10,HUÁNUCO,05,HUAMALIES,10,SINGA,09692,00009,2,1,2,5,76.7151675485009,1,1,1,2,3,6,00,LIBRA,36,.45,0,00, , , , , , , , , , , , , , , , ,6,00,3, 
2021,10,HUÁNUCO,05,HUAMALIES,10,SINGA,09692,00014,3,1,2,5,76.7151675485009,1,1,1,2,3,10,00,LIBRA,36,.45,0,00, , , , , , , , , , , , , , , , ,10,00,5, 
2021,10,HUÁNUCO,05,HUAMALIES,10,SINGA,09692,00018,4,1,2,5,76.7151675485009,1,1,1,2,3,4,00,KILOGRAMO,12,1,4,00,10,00,40,10, , , , , , , , , , , , ,0,00,4, 
2021,10,HUÁNUCO,05,HUAMALIES,10,SINGA,09692,00028,6,1,2,5,76.7151675485009,1,1,1,2,3,1,00,KILOGRAMO,12,1,0,00, , , , , , , , , , , , , , , , ,1,00,1, 
