ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A_400B,P411B,P412B_CANT_1,P412B_CANT_2,P412B_UM,P412B_UMCOD,P412B_EQUI_KG,P413B_CANT_1,P413B_CANT_2,P413B_PREUNT_1,P413B_PREUNT_2,P413B_VAL,P413B_PRE_KG,P414B_ENT,P414B_DEC,P414B_PREUNT_1,P414B_PREUNT_2,P414B_VAL,P414B_PRE_KG,P415B_ENT,P415B_DEC,P415B_PREUNT_1,P415B_PREUNT_2,P415B_VAL,P415B_PRE_KG,P416B_ENT,P416B_DEC,P417B,OMICAP400_03
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05107,00092,10,1,3,7,89.8303571428571,1,1,1,15,6,900,00,UNIDAD,24,.07,0,00, , , , ,900,00,1,00,900,14.2857, , , , , , ,0,00,10, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05107,00108,12,1,3,7,89.8303571428571,1,1,1,15,6,540,00,UNIDAD,24,.07,0,00, , , , ,540,00,1,00,540,14.2857, , , , , , ,0,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05107,00118,13,1,3,7,89.8303571428571,1,1,1,15,6,540,00,UNIDAD,24,.07,0,00, , , , ,540,00,1,00,540,14.2857, , , , , , ,0,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05107,00119,14,1,3,7,89.8303571428571,1,1,1,15,6,450,00,UNIDAD,24,.07,0,00, , , , ,450,00,1,00,450,14.2857, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00004,1,1,3,7,157.203125,1,1,1,15,6,720,00,UNIDAD,24,.07,50,00,0,50,25,7.1429,650,00,1,00,650,14.2857, , , , , , ,20,00,12, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00011,2,1,3,7,157.203125,1,1,1,15,6,468,00,UNIDAD,24,.07,0,00, , , , ,400,00,1,00,400,14.2857, , , , , , ,68,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00012,3,1,3,7,157.203125,1,1,1,15,6,504,00,UNIDAD,24,.07,30,00,0,50,15,7.1429,474,00,1,00,474,14.2857, , , , , , ,0,00,7, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00076,11,1,3,7,157.203125,1,1,1,15,6,432,00,UNIDAD,24,.07,0,00, , , , ,412,00,1,00,412,14.2857, , , , , , ,20,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00087,12,1,3,7,157.203125,1,1,1,15,6,180,00,UNIDAD,24,.07,50,00,0,50,25,7.1429,130,00,0,50,65,7.1429, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00093,13,1,3,7,157.203125,1,1,1,15,6,135,00,UNIDAD,24,.07,35,00,0,50,18,7.1429,100,00,0,50,50,7.1429, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05114,00108,14,1,3,7,157.203125,1,1,1,15,6,225,00,UNIDAD,24,.07,50,00,0,50,25,7.1429,175,00,0,50,88,7.1429, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00003,1,1,3,7,89.8303571428571,1,1,1,15,6,600,00,UNIDAD,24,.06,0,00, , , , ,500,00,0,50,250,8.3333, , , , , , ,100,00,10, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00016,2,1,3,7,89.8303571428571,1,1,1,15,6,180,00,UNIDAD,24,.06,0,00, , , , ,150,00,0,50,75,8.3333, , , , , , ,30,00,3, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00029,3,1,3,7,89.8303571428571,1,1,1,15,6,600,00,UNIDAD,24,.06,0,00, , , , ,550,00,0,50,275,8.3333, , , , , , ,50,00,10, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00032,4,1,3,7,89.8303571428571,1,1,1,15,6,448,00,UNIDAD,24,.06,0,00, , , , ,400,00,0,50,200,8.3333, , , , , , ,48,00,8, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00045,5,1,3,7,89.8303571428571,1,1,1,15,6,750,00,UNIDAD,24,.06,150,00,0,50,75,8.3333,500,00,0,50,250,8.3333, , , , , , ,100,00,15, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00055,6,1,3,7,89.8303571428571,1,1,1,15,6,144,00,UNIDAD,24,.07,0,00, , , , ,120,00,1,00,120,14.2857, , , , , , ,24,00,4, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00070,7,1,3,7,89.8303571428571,1,1,1,15,6,150,00,UNIDAD,24,.06,0,00, , , , ,130,00,0,50,65,8.3333, , , , , , ,20,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00071,8,1,3,7,89.8303571428571,1,1,1,15,6,240,00,UNIDAD,24,.07,0,00, , , , ,200,00,1,00,200,14.2857, , , , , , ,40,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00081,9,1,3,7,89.8303571428571,1,1,1,15,6,420,00,UNIDAD,24,.06,100,00,0,50,50,8.3333,280,00,0,50,140,8.3333, , , , , , ,40,00,7, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00092,10,1,3,7,89.8303571428571,1,1,1,15,6,420,00,UNIDAD,24,.06,0,00, , , , ,400,00,0,50,200,8.3333, , , , , , ,20,00,7, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00106,11,1,3,7,89.8303571428571,1,1,1,15,6,112,00,UNIDAD,24,.06,0,00, , , , ,72,00,0,50,36,8.3333, , , , , , ,40,00,2, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00109,12,1,3,7,89.8303571428571,1,1,1,15,6,360,00,UNIDAD,24,.07,0,00, , , , ,320,00,1,00,320,14.2857, , , , , , ,40,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00121,13,1,3,7,89.8303571428571,1,1,1,15,6,390,00,UNIDAD,24,.07,0,00, , , , ,340,00,1,00,340,14.2857, , , , , , ,50,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00129,14,1,3,7,89.8303571428571,1,1,1,15,6,210,00,UNIDAD,24,.06,0,00, , , , ,180,00,0,50,90,8.3333, , , , , , ,30,00,3, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00006,1,1,3,7,96.7403846153846,1,1,1,15,6,270,00,UNIDAD,24,.06,0,00, , , , ,270,00,0,70,189,11.6667, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00016,2,1,3,7,96.7403846153846,1,1,1,15,6,75,00,UNIDAD,24,.06,0,00, , , , ,75,00,0,70,53,11.6667, , , , , , ,0,00,1, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00027,3,1,3,7,96.7403846153846,1,1,1,15,6,450,00,UNIDAD,24,.06,0,00, , , , ,450,00,0,70,315,11.6667, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00049,5,1,3,7,96.7403846153846,1,1,1,15,6,900,00,UNIDAD,24,.06,500,00,0,70,350,11.6667,400,00,0,70,280,11.6667, , , , , , ,0,00,10, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00063,6,1,3,7,96.7403846153846,1,1,1,15,6,900,00,UNIDAD,24,.06,0,00, , , , ,600,00,0,50,300,8.3333, , , , , , ,300,00,15, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00072,7,1,3,7,96.7403846153846,1,1,1,15,6,3750,00,UNIDAD,24,.06,3000,00,0,50,1500,8.3333,700,00,0,50,350,8.3333, , , , , , ,50,00,50, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00076,8,1,3,7,96.7403846153846,1,1,1,15,6,900,00,UNIDAD,24,.06,0,00, , , , ,900,00,0,50,450,8.3333, , , , , , ,0,00,15, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00086,9,1,3,7,96.7403846153846,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00095,10,1,3,7,96.7403846153846,1,1,1,15,6,900,00,UNIDAD,24,.06,0,00, , , , ,900,00,0,50,450,8.3333, , , , , , ,0,00,10, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00097,11,1,3,7,96.7403846153846,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00099,12,1,3,7,96.7403846153846,1,1,1,1,1,1800,00,LITRO,14,1,0,00, , , , ,360,00,2,00,720,2,1440,00,2,00,2880,2,0,00,1, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00099,12,1,3,7,96.7403846153846,1,1,1,15,6,900,00,UNIDAD,24,.06,0,00, , , , ,500,00,0,70,350,11.6667, , , , , , ,400,00,15, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00118,13,1,3,7,96.7403846153846,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00122,14,1,3,7,96.7403846153846,1,1,1,15,6,750,00,UNIDAD,24,.06,200,00,0,70,140,11.6667,550,00,0,70,385,11.6667, , , , , , ,0,00,10, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00011,1,1,3,7,89.8303571428571,1,1,1,15,6,39,60,KILOGRAMO,12,1,0,00, , , , ,30,60,15,00,459,15, , , , , , ,9,00,11, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00021,2,1,3,7,89.8303571428571,1,1,1,15,6,22,40,KILOGRAMO,12,1,0,00, , , , ,12,00,15,00,180,15, , , , , , ,10,40,7, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00052,3,1,3,7,89.8303571428571,1,1,1,1,1,1200,00,LITRO,14,1,0,00, , , , ,15,00,2,00,30,2,1185,00,2,00,2370,2,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00052,3,1,3,7,89.8303571428571,1,1,1,15,6,12,00,KILOGRAMO,12,1,0,00, , , , ,8,00,15,00,120,15, , , , , , ,4,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00070,4,1,3,7,89.8303571428571,1,1,1,15,6,40,00,KILOGRAMO,12,1,0,00, , , , ,30,00,15,00,450,15, , , , , , ,10,00,8, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00083,5,1,3,7,89.8303571428571,1,1,1,15,6,16,60,KILOGRAMO,12,1,0,00, , , , ,5,00,15,00,75,15, , , , , , ,11,60,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00094,6,1,3,7,89.8303571428571,1,1,1,15,6,7,20,KILOGRAMO,12,1,0,00, , , , ,5,00,15,00,75,15, , , , , , ,2,20,3, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00102,7,1,3,7,89.8303571428571,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00124,8,1,3,7,89.8303571428571,1,1,1,15,6,16,60,KILOGRAMO,12,1,0,00, , , , ,10,00,15,00,150,15, , , , , , ,6,60,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00151,9,1,3,7,89.8303571428571,1,1,1,15,6,21,30,KILOGRAMO,12,1,15,00,6,00,90,6,4,00,6,00,24,6, , , , , , ,2,30,8, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00152,10,1,3,7,89.8303571428571,1,1,1,15,6,9,60,KILOGRAMO,12,1,0,00, , , , ,5,60,15,00,84,15, , , , , , ,4,00,4, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00175,11,1,3,7,89.8303571428571,1,1,1,15,6,40,00,UNIDAD,24,.07,0,00, , , , ,40,00,1,00,40,14.2857, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00196,12,1,3,7,89.8303571428571,1,1,1,15,6,72,00,UNIDAD,24,.06,0,00, , , , ,60,00,0,50,30,8.3333, , , , , , ,12,00,2, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00237,14,1,3,7,89.8303571428571,1,1,1,15,6,13,30,KILOGRAMO,12,1,9,00,6,00,54,6,3,30,6,00,20,6, , , , , , ,1,00,5, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00024,2,1,3,7,89.8303571428571,1,1,1,15,6,100,00,KILOGRAMO,12,1,0,00, , , , ,100,00,5,00,500,5, , , , , , ,0,00,6, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00041,3,1,3,7,89.8303571428571,1,1,1,15,6,40,00,KILOGRAMO,12,1,0,00, , , , ,40,00,5,00,200,5, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00058,4,1,3,7,89.8303571428571,1,1,1,15,6,100,00,KILOGRAMO,12,1,0,00, , , , ,100,00,6,00,600,6, , , , , , ,0,00,9, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00073,5,1,3,7,89.8303571428571,1,1,1,15,6,108,00,UNIDAD,24,.07,0,00, , , , ,108,00,1,00,108,14.2857, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00091,6,1,3,7,89.8303571428571,1,1,1,15,6,80,00,KILOGRAMO,12,1,0,00, , , , ,80,00,5,00,400,5, , , , , , ,0,00,7, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00124,9,1,3,7,89.8303571428571,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00186,13,1,3,7,89.8303571428571,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,00201,14,1,3,7,89.8303571428571,1,1,1,15,6,80,00,KILOGRAMO,12,1,0,00, , , , ,80,00,6,00,480,6, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00006,1,1,3,7,89.8303571428571,1,1,1,15,6,270,00,UNIDAD,24,.06,0,00, , , , ,270,00,0,50,135,8.3333, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00028,3,1,3,7,89.8303571428571,1,1,1,15,6,240,00,UNIDAD,24,.06,0,00, , , , ,240,00,0,50,120,8.3333, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00029,4,1,3,7,89.8303571428571,1,1,1,15,6,375,00,UNIDAD,24,.06,0,00, , , , ,375,00,0,50,188,8.3333, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00037,5,1,3,7,89.8303571428571,1,1,1,15,6,150,00,UNIDAD,24,.06,0,00, , , , ,150,00,0,50,75,8.3333, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00043,6,1,3,7,89.8303571428571,1,1,1,15,6,300,00,UNIDAD,24,.06,0,00, , , , ,300,00,0,80,240,13.3333, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00048,7,1,3,7,89.8303571428571,1,1,1,15,6,90,00,UNIDAD,24,.06,0,00, , , , ,90,00,0,75,68,12.5, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00056,8,1,3,7,89.8303571428571,1,1,1,15,6,180,00,UNIDAD,24,.06,0,00, , , , ,180,00,0,50,90,8.3333, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00063,9,1,3,7,89.8303571428571,1,1,1,15,6,450,00,UNIDAD,24,.06,0,00, , , , ,450,00,0,75,338,12.5, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00076,10,1,3,7,89.8303571428571,1,1,1,15,6,324,00,UNIDAD,24,.06,0,00, , , , ,324,00,0,50,162,8.3333, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00077,11,1,3,7,89.8303571428571,1,1,1,15,6,180,00,UNIDAD,24,.06,0,00, , , , ,180,00,0,50,90,8.3333, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00090,13,1,3,7,89.8303571428571,1,1,1,15,6,450,00,UNIDAD,24,.06,200,00,0,50,100,8.3333,250,00,0,50,125,8.3333, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05145,00093,14,1,3,7,89.8303571428571,1,1,1,15,6,225,00,UNIDAD,24,.06,0,00, , , , ,225,00,0,50,113,8.3333, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00006,1,1,3,7,89.8303571428571,1,1,1,15,6,12,80,KILOGRAMO,12,1,0,00, , , , ,10,00,7,50,75,7.5, , , , , , ,2,80,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00015,3,1,3,7,89.8303571428571,1,1,1,15,6,21,30,KILOGRAMO,12,1,0,00, , , , ,15,00,7,50,113,7.5, , , , , , ,6,30,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00015,3,1,3,7,89.8303571428571,1,1,1,1,1,180,00,LITRO,14,1,0,00, , , , ,50,00,1,50,75,1.5,120,00,1,50,180,1.5,10,00,1, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00031,5,1,3,7,89.8303571428571,1,1,1,15,6,24,00,KILOGRAMO,12,1,0,00, , , , ,20,00,7,50,150,7.5, , , , , , ,4,00,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00032,6,1,3,7,89.8303571428571,1,1,1,15,6,20,00,KILOGRAMO,12,1,0,00, , , , ,18,00,7,50,135,7.5, , , , , , ,2,00,5, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00033,7,1,3,7,89.8303571428571,1,1,1,15,6,12,00,KILOGRAMO,12,1,0,00, , , , ,10,00,7,50,75,7.5, , , , , , ,2,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00042,8,1,3,7,89.8303571428571,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00046,9,1,3,7,89.8303571428571,1,1,1,15,6,20,00,KILOGRAMO,12,1,0,00, , , , ,17,00,7,50,128,7.5, , , , , , ,3,00,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00070,12,1,3,7,89.8303571428571,1,1,1,15,6,30,00,KILOGRAMO,12,1,0,00, , , , ,28,00,7,50,210,7.5, , , , , , ,2,00,5, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00076,13,1,3,7,89.8303571428571,1,1,1,15,6,25,60,KILOGRAMO,12,1,0,00, , , , ,24,00,7,50,180,7.5, , , , , , ,1,60,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00080,14,1,3,7,89.8303571428571,1,1,1,15,6,24,00,KILOGRAMO,12,1,0,00, , , , ,20,00,7,50,150,7.5, , , , , , ,4,00,4, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05162,00021,3,1,3,7,89.8303571428572,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05162,00053,6,1,3,7,89.8303571428572,1,1,1, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05162,00100,10,1,3,7,89.8303571428572,1,1,1,15,6,90,00,UNIDAD,24,.07,0,00, , , , ,90,00,0,70,63,10, , , , , , ,0,00,1, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00006,1,1,3,7,89.8303571428571,1,1,1,15,6,126,00,UNIDAD,24,.07,0,00, , , , ,126,00,0,50,63,7.1429, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00010,2,1,3,7,89.8303571428571,1,1,1,15,6,126,00,UNIDAD,24,.07,0,00, , , , ,126,00,0,50,63,7.1429, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00026,4,1,3,7,89.8303571428571,1,1,1,15,6,189,00,UNIDAD,24,.07,0,00, , , , ,189,00,0,50,95,7.1429, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00036,7,1,3,7,89.8303571428571,1,1,1,15,6,84,00,UNIDAD,24,.07,0,00, , , , ,84,00,0,50,42,7.1429, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00044,8,1,3,7,89.8303571428571,1,1,1,15,6,126,00,UNIDAD,24,.07,0,00, , , , ,126,00,0,50,63,7.1429, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00049,9,1,3,7,89.8303571428571,1,1,1,15,6,63,00,UNIDAD,24,.07,0,00, , , , ,63,00,0,50,32,7.1429, , , , , , ,0,00,1, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00057,10,1,3,7,89.8303571428571,1,1,1,15,6,64,00,UNIDAD,24,.07,0,00, , , , ,64,00,0,50,32,7.1429, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00065,12,1,3,7,89.8303571428571,1,1,1,15,6,126,00,UNIDAD,24,.07,0,00, , , , ,126,00,0,50,63,7.1429, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00067,13,1,3,7,89.8303571428571,1,1,1,1,1,3600,00,LITRO,14,1,300,00,1,50,450,1.5,100,00,1,50,150,1.5,3200,00,1,50,4800,1.5,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00071,14,1,3,7,89.8303571428571,1,1,1,15,6,63,00,UNIDAD,24,.07,0,00, , , , ,63,00,0,50,32,7.1429, , , , , , ,0,00,1, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00002,1,1,3,7,96.7403846153846,1,1,1,15,6,30,00,UNIDAD,24,.07,0,00, , , , ,30,00,1,00,30,14.2857, , , , , , ,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00013,2,1,3,7,96.7403846153846,1,1,1,15,6,240,00,UNIDAD,24,.07,0,00, , , , ,240,00,1,00,240,14.2857, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00022,3,1,3,7,96.7403846153846,1,1,1,1,1,1800,00,LITRO,14,1,0,00, , , , ,64,00,2,00,128,2,1736,00,2,00,3472,2,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00022,3,1,3,7,96.7403846153846,1,1,1,15,6,400,00,UNIDAD,24,.07,0,00, , , , ,400,00,1,00,400,14.2857, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00034,4,1,3,7,96.7403846153846,1,1,1,15,6,240,00,UNIDAD,24,.07,0,00, , , , ,240,00,1,00,240,14.2857, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00045,5,1,3,7,96.7403846153846,1,1,1,15,6,375,00,UNIDAD,24,.07,0,00, , , , ,375,00,1,00,375,14.2857, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00045,5,1,3,7,96.7403846153846,1,1,1,1,1,1200,00,LITRO,14,1,0,00, , , , ,100,00,1,50,150,1.5,1100,00,1,50,1650,1.5,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00056,6,1,3,7,96.7403846153846,1,1,1,1,1,3600,00,LITRO,14,1,0,00, , , , ,0,00, , , , ,3600,00,1,50,5400,1.5,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00056,6,1,3,7,96.7403846153846,1,1,1,15,6,300,00,UNIDAD,24,.07,0,00, , , , ,300,00,1,00,300,14.2857, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00057,7,1,3,7,96.7403846153846,1,1,1,1,1,5760,00,LITRO,14,1,0,00, , , , ,360,00,2,00,720,2,5400,00,2,00,10800,2,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00057,7,1,3,7,96.7403846153846,1,1,1,15,6,240,00,UNIDAD,24,.07,0,00, , , , ,240,00,1,00,240,14.2857, , , , , , ,0,00,4, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00074,8,1,3,7,96.7403846153846,1,1,1,15,6,120,00,UNIDAD,24,.06,0,00, , , , ,120,00,0,30,36,5, , , , , , ,0,00,1, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00081,9,1,3,7,96.7403846153846,1,1,1,1,1,2250,00,LITRO,14,1,0,00, , , , ,120,00,2,50,300,2.5,2130,00,2,50,5325,2.5,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00081,9,1,3,7,96.7403846153846,1,1,1,15,6,420,00,UNIDAD,24,.07,0,00, , , , ,420,00,0,75,315,10.7143, , , , , , ,0,00,3, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00087,10,1,3,7,96.7403846153846,1,1,1,15,6,375,00,UNIDAD,24,.07,0,00, , , , ,375,00,1,00,375,14.2857, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00099,12,1,3,7,96.7403846153846,1,1,1,15,6,300,00,UNIDAD,24,.07,0,00, , , , ,300,00,0,50,150,7.1429, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00104,13,1,3,7,96.7403846153846,1,1,1,1,1,1800,00,LITRO,14,1,0,00, , , , ,144,00,1,50,216,1.5,1656,00,2,00,3312,2,0,00,2, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00104,13,1,3,7,96.7403846153846,1,1,1,15,6,300,00,UNIDAD,24,.07,0,00, , , , ,300,00,1,00,300,14.2857, , , , , , ,0,00,5, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00116,14,1,3,7,96.7403846153846,1,1,1,1,1,600,00,LITRO,14,1,0,00, , , , ,150,00,2,00,300,2,450,00,2,00,900,2,0,00,1, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05212,00010,1,1,3,7,89.8303571428571,1,1,1,15,6,5,30,KILOGRAMO,12,1,0,00, , , , ,5,30,7,50,40,7.5, , , , , , ,0,00,2, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05212,00022,2,1,3,7,89.8303571428571,1,1,1,15,6,13,30,KILOGRAMO,12,1,0,00, , , , ,13,30,7,50,100,7.5, , , , , , ,0,00,2, 
