ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1201,P1201_EE,P1201_N,P1202_ENT,P1202_DEC,P1202_UM,P1202_COD,P1202_EQUIV_1,P1202_EQUIV_2,P1202A,P1202A_1,OMICAP1200
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00039,4,1,1,1,8.92857142857143,1, ,1,0,0,3, , ,6,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00044,5,1,1,1,8.92857142857143,1, ,1,0,0,2, , ,17,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00060,6,1,1,1,8.92857142857143,1, ,1,0,0,2, , ,2,700,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00067,7,1,1,1,8.92857142857143,1, ,1,0,0,2, , ,5,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00069,8,1,1,1,8.92857142857143,1, ,0,0,1,2, , ,17,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00084,9,1,1,1,8.92857142857143,1, ,1,0,0,1, , ,6,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00086,10,1,1,1,8.92857142857143,1, ,1,0,0,2, , ,4,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00089,11,1,1,1,8.92857142857143,1, ,1,0,0,1, , ,4,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00100,12,1,1,1,8.92857142857143,1, ,1,0,0,3, , ,9,800,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00103,13,1,1,1,8.92857142857143,1, ,1,0,0,1, , ,1,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00009,00121,14,1,1,1,8.92857142857143,1, ,1,0,0,2, , ,4,200,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00012,1,1,1,1,9.60185185185185,1, ,1,1,0,2, , ,4,800,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00027,2,1,1,1,9.60185185185185,1, ,1,0,0,1, , ,3,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00031,3,1,1,1,9.60185185185185,1, ,1,0,0,2, , ,7,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00036,4,1,1,1,9.60185185185185,1, ,1,1,0,1, , ,0,500,1, ,1,0000,1,1, 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00043,5,1,1,1,9.60185185185185,1, ,1,1,0,2, , ,10,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00044,6,1,1,1,9.60185185185185,1, ,1,0,0,1, , ,2,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00049,7,1,1,1,9.60185185185185,1, ,1,1,0,1, , ,0,500,1, ,1,0000,1,1, 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00063,8,1,1,1,9.60185185185185,1, ,1,0,0,3, , ,4,600,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00071,9,1,1,1,9.60185185185185,1, ,1,1,0,1, , ,2,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00077,10,1,1,1,9.60185185185185,1, ,1,1,0,1, , ,5,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00089,11,1,1,1,9.60185185185185,1, ,1,1,0,1, , ,1,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00010,00095,12,1,1,1,9.60185185185185,1, ,1,1,0,1, , ,0,300,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00003,1,1,1,1,8.86324786324786,1, ,1,0,0,2, , ,5,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00007,2,1,1,1,8.86324786324786,1, ,1,0,0,2, , ,4,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00017,3,1,1,1,8.86324786324786,1, ,1,0,0,1, , ,3,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00024,4,1,1,1,8.86324786324786,1, ,1,0,0,2, , ,5,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00033,5,1,1,1,8.86324786324786,1, ,1,1,0,2, , ,1,700,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00036,6,1,1,1,8.86324786324786,1, ,1,1,0,2, , ,3,100,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00049,7,1,1,1,8.86324786324786,1, ,1,1,0,1, , ,3,350,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00060,8,1,1,1,8.86324786324786,1, ,1,1,0,2, , ,4,000,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00074,9,1,1,1,8.86324786324786,1, ,1,0,0,3, , ,7,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00076,10,1,1,1,8.86324786324786,1, ,1,1,0,2, , ,2,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00082,12,1,1,1,8.86324786324786,1, ,1,0,0,2, , ,4,300,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00094,13,1,1,1,8.86324786324786,1, ,1,0,0,1, , ,3,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00011,00097,14,1,1,1,8.86324786324786,1, ,1,0,0,2, , ,9,300,1, ,1,0000,2, , 
