ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2021,02,ANCASH,01,HUARAZ,08,OLLEROS,08972,00041,6,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,60,000,KILOGRAMO,12,1,0,000, , , , ,60,000,0,000, 
2021,02,ANCASH,01,HUARAZ,08,OLLEROS,08972,00041,6,1,2,5,131.046266233766,1,1,1,2,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,30,000,KILOGRAMO,12,1,30,000,0,10,3,.1,0,000,0,000, 
2021,02,ANCASH,01,HUARAZ,08,OLLEROS,08972,00056,7,1,2,5,131.046266233766,1,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,50,000,KILOGRAMO,12,1,0,000, , , , ,50,000,0,000, 
2021,02,ANCASH,01,HUARAZ,08,OLLEROS,08972,00079,9,1,2,5,131.046266233766,1,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,8,000,ARROBA,01,11.5,5,000,2,00,10,.1739,3,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,05,ATAQUERO,08978,00087,7,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,80,000,KILOGRAMO,12,1,0,000, , , , ,80,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,05,ATAQUERO,08978,00153,12,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,MANTADA,15,15,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00004,1,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,10,000,TONELADA,22,1000,5,000,200,00,1000,.2,5,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00014,2,1,2,5,131.046266233766,1,1,0,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,3,000,CAMIONADA,08,1000,0,000, , , , ,0,000,3,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00022,4,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,500,000,KILOGRAMO,12,1,0,000, , , , ,500,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00042,6,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,30,000,CARGA,09,40,0,000, , , , ,30,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00046,7,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,2,500,CAMIONADA,08,2000,1,500,500,00,750,.25,1,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00051,8,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,12,000,TONELADA,22,1000,9,000,200,00,1800,.2,3,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00057,10,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,12,000,TONELADA,22,1000,0,000, , , , ,12,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00072,11,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,10,000,CAMIONADA,08,500,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00079,12,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,3,000,TONELADA,22,1000,0,000, , , , ,3,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,10,TINCO,08989,00083,14,1,2,5,131.046266233766,1,1,1,1,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105,1,000,TONELADA,22,1000,0,000, , , , ,0,500,0,500, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00004,1,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,40,000,TERCIO,20,20,0,000, , , , ,40,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00006,2,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,TERCIO,20,20,0,000, , , , ,3,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00032,4,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,100,000,CARGA,09,20,0,000, , , , ,10,000,90,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00046,5,1,2,5,152.887310606061,1,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,30,0,000, , , , ,0,000,10,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00068,8,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,CARGA,09,15,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00091,10,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,25,000,CARGA,09,30,0,000, , , , ,0,000,25,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00114,12,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,12,000,CARGA,09,10,0,000, , , , ,12,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,03,AMASHCA,08995,00130,14,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,9,000,CARGA,09,20,0,000, , , , ,9,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00007,1,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,TERCIO,20,40,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00017,2,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,TERCIO,20,10,0,000, , , , ,5,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00025,3,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,TERCIO,20,10,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00036,4,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,9,000,TERCIO,20,10,0,000, , , , ,9,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00044,5,1,2,5,141.126748251748,1,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,12,000,TERCIO,20,10,0,000, , , , ,12,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00049,6,1,2,5,141.126748251748,1,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,TERCIO,20,10,0,000, , , , ,3,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00069,8,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,180,000,KILOGRAMO,12,1,0,000, , , , ,180,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00077,9,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,15,000,TERCIO,20,10,0,000, , , , ,15,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00095,11,1,2,5,141.126748251748,1,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,000,TERCIO,20,10,0,000, , , , ,1,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09007,00123,14,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,TERCIO,20,10,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00006,1,1,2,5,141.126748251748,1,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,10,000,KILOGRAMO,12,1,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00006,1,1,2,5,141.126748251748,1,1,1,2,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,12,000,KILOGRAMO,12,1,0,000, , , , ,12,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00014,2,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00021,3,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,15,000,CARGA,09,30,0,000, , , , ,9,000,6,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00021,3,1,2,5,141.126748251748,1,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,6,000,CARGA,09,20,0,000, , , , ,0,000,6,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00029,4,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,150,000,KILOGRAMO,12,1,0,000, , , , ,150,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00029,4,1,2,5,141.126748251748,1,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00037,5,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,KILOGRAMO,12,1,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00045,6,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,40,000,KILOGRAMO,12,1,0,000, , , , ,40,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00053,7,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,80,000,KILOGRAMO,12,1,0,000, , , , ,80,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00055,8,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,KILOGRAMO,12,1,0,000, , , , ,30,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00063,9,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,10,0,000, , , , ,8,000,2,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00071,10,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,15,000,KILOGRAMO,12,1,0,000, , , , ,0,000,15,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00079,11,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,200,000,KILOGRAMO,12,1,0,000, , , , ,200,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,00087,12,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,50,000,KILOGRAMO,12,1,0,000, , , , ,50,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00029,3,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,MANTADA,15,20,0,000, , , , ,4,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00039,4,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,000,MANTADA,15,10,0,000, , , , ,1,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00061,7,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,CARGA,09,30,0,000, , , , ,0,000,3,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00070,8,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,6,000,CARGA,09,30,0,000, , , , ,6,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00079,9,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,CARGA,09,30,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00088,10,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,MANTADA,15,10,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00088,10,1,2,5,131.046266233766,1,1,1,2,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,2,000,MANTADA,15,20,0,000, , , , ,0,000,2,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00098,11,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,CARGA,09,30,0,000, , , , ,0,000,3,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00106,12,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,3,000,MANTADA,15,20,0,000, , , , ,3,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,09,SHILLA,09018,00116,13,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,MANTADA,15,20,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,01,CARHUAZ,09061,00006,1,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,MANTADA,15,20,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,02,ACOPAMPA,09070,00036,6,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,120,000,KILOGRAMO,12,1,0,000, , , , ,120,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,02,ACOPAMPA,09070,00066,10,1,2,5,141.126748251748,1,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,KILOGRAMO,12,1,0,000, , , , ,0,000,30,000, 
2021,02,ANCASH,06,CARHUAZ,02,ACOPAMPA,09070,00073,11,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,120,000,KILOGRAMO,12,1,0,000, , , , ,120,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09086,00114,13,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,500,CARGA,09,40,0,000, , , , ,1,000,1,500, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00009,1,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,TERCIO,20,10,0,000, , , , ,5,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00023,2,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,CARGA,09,60,0,000, , , , ,4,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00034,3,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,TERCIO,20,50,0,000, , , , ,4,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00057,4,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,TERCIO,20,50,0,000, , , , ,0,000,2,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00108,6,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,32,000,TERCIO,20,50,0,000, , , , ,0,000,32,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00133,7,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,5,000,TERCIO,20,50,0,000, , , , ,0,000,5,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00159,8,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,TERCIO,20,12,0,000, , , , ,0,000,4,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00185,9,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,15,000,TERCIO,20,12,0,000, , , , ,0,000,15,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00213,11,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,1,000,TERCIO,20,50,0,000, , , , ,1,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00250,12,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,TERCIO,20,45,0,000, , , , ,0,000,2,000, 
2021,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,00267,13,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,8,000,TERCIO,20,50,0,000, , , , ,4,000,4,000, 
2021,02,ANCASH,06,CARHUAZ,11,YUNGAR,09107,00111,12,1,2,5,141.126748251748,1,1,0,1,MAIZ CHOCLO,2109,PANCA DE CHOCLO,4129,5,000,MANTADA,15,15,5,000,2,00,10,.1333,0,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,11,YUNGAR,09107,00130,14,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,TERCIO,20,10,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00002,1,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,30,000,TERCIO,20,15,0,000, , , , ,30,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00005,2,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,18,000,TERCIO,20,40,0,000, , , , ,18,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00017,3,1,2,5,131.046266233766,1,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,TERCIO,20,40,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00030,4,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,6,000,TERCIO,20,40,0,000, , , , ,6,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00034,5,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,16,000,TERCIO,20,20,0,000, , , , ,16,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00037,6,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,TERCIO,20,25,0,000, , , , ,4,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00055,7,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,6,000,TERCIO,20,15,0,000, , , , ,6,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00056,8,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,2,000,TERCIO,20,40,0,000, , , , ,2,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00091,11,1,2,5,131.046266233766,1,1,0,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,2,000,MANTADA,15,10,0,000, , , , ,0,000,2,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00094,12,1,2,5,131.046266233766,1,1,0,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,TERCIO,20,20,0,000, , , , ,0,000,20,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00110,13,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,6,000,TERCIO,20,20,0,000, , , , ,6,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00117,14,1,2,5,131.046266233766,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,4,000,TERCIO,20,30,0,000, , , , ,4,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09131,00117,14,1,2,5,131.046266233766,1,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,20,000,TERCIO,20,30,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00006,1,1,2,5,152.887310606061,1,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,10,000,CARGA,09,20,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00011,2,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,40,000,CARGA,09,15,0,000, , , , ,40,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00043,7,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,24,000,CARGA,09,10,0,000, , , , ,0,000,24,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00056,8,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,100,000,CARGA,09,20,0,000, , , , ,100,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00069,10,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,20,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00074,11,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,CARGA,09,20,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09132,00085,13,1,2,5,152.887310606061,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,8,000,CARGA,09,20,0,000, , , , ,8,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00001,1,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,25,000,MANTADA,15,15,0,000, , , , ,0,000,25,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00001,1,1,2,5,141.126748251748,1,1,1,2,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,25,000,MANTADA,15,15,0,000, , , , ,0,000,25,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00003,2,1,2,5,141.126748251748,1,1,1,1,AVENA GRANO,2102,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,10,000,MANTADA,15,15,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00003,2,1,2,5,141.126748251748,1,1,1,2,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,10,000,MANTADA,15,15,0,000, , , , ,10,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00013,4,1,2,5,141.126748251748,1,1,1,1,MAIZ CHOCLO,2109,PANCA DE CHOCLO,4129,20,000,CARGA,09,30,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00013,4,1,2,5,141.126748251748,1,1,1,2,CEBADA GRANO,2104,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,150,000,MALLAS,38,10,0,000, , , , ,150,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00013,4,1,2,5,141.126748251748,1,1,1,3,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,15,000,MANTADA,15,15,0,000, , , , ,15,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00015,5,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,12,000,TERCIO,20,10,0,000, , , , ,12,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00022,6,1,2,5,141.126748251748,1,1,1,1,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,30,000,ATADO,45,8,0,000, , , , ,30,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00034,7,1,2,5,141.126748251748,1,1,1,1,PAPA BLANCA,2612,RASTROJO DE PAPA,4130,14,000,MANTADA,15,12,0,000, , , , ,0,000,14,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00037,8,1,2,5,141.126748251748,1,1,1,1,MAIZ AMILACEO,2108,CHALA DE MAIZ,4105,20,000,MANTADA,15,10,0,000, , , , ,20,000,0,000, 
2021,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00037,8,1,2,5,141.126748251748,1,1,1,2,TRIGO,2113,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128,30,000,ATADO,45,8,0,000, , , , ,30,000,0,000, 
