ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A,P402A,P403A_1,P403A_2,P403A_3,P403A_4_1_ENT,P403A_4_1_DEC,P403A_4_1_VAL,P403A_4_2_ENT,P403A_4_2_VAL,P403A_5_ENT,P403A_5_DEC,P403A_5_VAL,P403A_6_ENT,P403A_6_DEC,P403A_7_ENT,P403A_8_ENT,P403A_8_DEC,P403A_9_ENT,P403A_9_DEC,P403AA_1,P403AA_2,P403AA_3,P403AA_4,P403AA_5,P403AA_6,P403AA_7,P403AA_8,P403AA_9,P403AA_10,P404A
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00087,9,1,2,5,62.7380952380952,1,1,1,4,1,0,0,0,0,00, ,0, ,1,00,450,0,00,0,0,00,0,00, , , , , , , , , , ,0
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00087,9,1,2,5,62.7380952380952,1,1,1,7,200,600,0,0,0,00, ,300,5400,20,00,400,0,00,30, , ,0,00,1,0,0,0,0,0,0,0,0,0,450
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00100,10,1,2,5,62.7380952380952,1,1,1,1,6,1,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,7
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00100,10,1,2,5,62.7380952380952,1,1,1,2,18,11,0,0,0,00, ,4,600,3,00,450,0,00,2,0,00,0,00,1,0,0,0,0,0,0,0,0,0,20
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00100,10,1,2,5,62.7380952380952,1,1,1,4,1,0,1,0,0,00, ,0, ,1,00,500,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00100,10,1,2,5,62.7380952380952,1,1,1,7,8,8,0,0,0,00, ,0, ,0,00, ,0,00,2, , ,0,00, , , , , , , , , , ,14
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00100,10,1,2,5,62.7380952380952,1,1,1,15,6,0,12,0,0,00, ,5,150,3,00,90,0,00,1, , ,0,00,1,0,0,0,0,0,0,0,0,0,9
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,1,5,2,0,0,0,00, ,1,1800,0,00, ,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,6
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,2,18,8,0,0,0,00, ,3,450,2,00,300,0,00,2,0,00,0,00,1,0,0,0,0,0,0,0,0,0,19
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,3,10,6,0,0,0,00, ,4,480,2,00,240,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,10
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,4,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,7,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,9,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00104,11,1,2,5,62.7380952380952,1,1,1,15,4,0,4,0,0,00, ,0, ,3,00,90,0,00,1, , ,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00113,12,1,2,5,62.7380952380952,1,1,1,2,4,2,0,0,0,00, ,0, ,2,00,240,0,00,0,0,00,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00113,12,1,2,5,62.7380952380952,1,1,1,15,3,0,4,0,0,00, ,1,30,2,00,60,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,4
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00128,13,1,2,5,62.7380952380952,1,1,1,2,10,4,0,0,0,00, ,0, ,2,00,240,0,00,0,0,00,0,00, , , , , , , , , , ,12
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00128,13,1,2,5,62.7380952380952,1,1,1,15,4,0,10,0,0,00, ,0, ,4,00,120,0,00,2, , ,0,00, , , , , , , , , , ,8
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00129,14,1,2,5,62.7380952380952,1,1,1,2,10,3,0,0,0,00, ,3,450,2,00,300,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,8
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00129,14,1,2,5,62.7380952380952,1,1,1,7,0,0,4,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,00129,14,1,2,5,62.7380952380952,1,1,1,15,5,0,4,0,0,00, ,1,30,3,00,90,0,00,1, , ,0,00,1,0,0,0,0,0,0,0,0,0,4
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00010,1,1,2,5,67.5641025641026,1,1,1,2,5,0,2,0,0,00, ,0, ,0,00, ,0,00,5,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00010,1,1,2,5,67.5641025641026,1,1,1,7,5,0,2,0,0,00, ,0, ,0,00, ,0,00,5, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00013,2,1,2,5,67.5641025641026,1,1,1,2,2,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00013,2,1,2,5,67.5641025641026,1,1,1,4,1,0,1,0,0,00, ,0, ,1,00,300,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00013,2,1,2,5,67.5641025641026,1,1,1,7,20,69,0,0,4,00,120,0, ,40,00,1000,0,00,5, , ,0,00,1,0,0,0,0,0,0,0,0,0,40
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00013,2,1,2,5,67.5641025641026,1,1,1,15,6,0,6,0,0,00, ,0, ,2,00,60,0,00,4, , ,0,00, , , , , , , , , , ,6
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00027,3,1,2,5,67.5641025641026,1,1,1,2,10,4,0,0,0,00, ,5,350,5,00,350,0,00,2,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00027,3,1,2,5,67.5641025641026,1,1,1,4,1,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00027,3,1,2,5,67.5641025641026,1,1,1,7,10,5,7,0,0,00, ,0, ,0,00, ,0,00,0, , ,15,00, , , , , , , , , , ,7
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00027,3,1,2,5,67.5641025641026,1,1,1,15,0,0,4,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00041,4,1,2,5,67.5641025641026,1,1,1,2,0,0,3,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00041,4,1,2,5,67.5641025641026,1,1,1,4,1,0,1,0,0,00, ,0, ,1,00,400,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00041,4,1,2,5,67.5641025641026,1,1,1,6,10,8,0,0,0,00, ,0, ,2,00,500,0,00,3,0,00,3,00, , , , , , , , , , ,10
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00041,4,1,2,5,67.5641025641026,1,1,1,7,0,0,2,0,0,00, ,0, ,0,00, ,0,00,2, , ,0,00, , , , , , , , , , ,0
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00041,4,1,2,5,67.5641025641026,1,1,1,15,1,0,6,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,7
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00041,4,1,2,5,67.5641025641026,1,1,1,16,7,0,0,0,0,00, ,4,100,3,00,75,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,0
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00051,5,1,2,5,67.5641025641026,1,1,1,4,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00051,5,1,2,5,67.5641025641026,1,1,1,6,70,15,0,0,0,00, ,20,4000,4,00,800,0,00,1,0,00,0,00,1,0,0,0,0,0,0,0,0,0,60
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00051,5,1,2,5,67.5641025641026,1,1,1,7,5,5,0,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,10
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00056,6,1,2,5,67.5641025641026,1,1,1,2,0,0,0,2,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00056,6,1,2,5,67.5641025641026,1,1,1,6,5,5,0,0,0,00, ,0, ,1,00,200,0,00,1,1,00,5,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00068,7,1,2,5,67.5641025641026,1,1,1,2,30,10,0,0,0,00, ,10,1000,2,00,200,0,00,3,1,00,19,00,1,0,0,0,0,0,0,0,0,0,5
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00068,7,1,2,5,67.5641025641026,1,1,1,6,60,33,0,0,0,00, ,30,7500,4,00,1000,0,00,3,1,00,0,00,1,0,0,0,0,0,0,0,0,0,55
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00068,7,1,2,5,67.5641025641026,1,1,1,15,3,0,2,0,0,00, ,0, ,3,00,90,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00080,8,1,2,5,67.5641025641026,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00082,9,1,2,5,67.5641025641026,1,1,1,1,2,1,0,0,0,00, ,0, ,0,00, ,0,00,1,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00082,9,1,2,5,67.5641025641026,1,1,1,2,3,2,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,5
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00082,9,1,2,5,67.5641025641026,1,1,1,7,4,6,0,0,0,00, ,0, ,5,00,100,0,00,0, , ,0,00, , , , , , , , , , ,5
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00082,9,1,2,5,67.5641025641026,1,1,1,15,7,0,3,0,0,00, ,0, ,2,00,50,0,00,5, , ,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00096,10,1,2,5,67.5641025641026,1,1,1,1,1,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00096,10,1,2,5,67.5641025641026,1,1,1,6,30,12,0,0,0,00, ,0, ,2,00,400,0,00,0,0,00,0,00, , , , , , , , , , ,40
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00096,10,1,2,5,67.5641025641026,1,1,1,7,6,10,0,0,0,00, ,0, ,8,00,160,0,00,0, , ,0,00, , , , , , , , , , ,8
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00118,12,1,2,5,67.5641025641026,1,1,1,2,2,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00118,12,1,2,5,67.5641025641026,1,1,1,7,30,38,0,0,10,00,200,0, ,10,00,200,0,00,20, , ,3,00,0,1,0,0,0,0,0,0,0,0,25
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00118,12,1,2,5,67.5641025641026,1,1,1,15,3,0,3,0,0,00, ,0, ,1,00,20,0,00,0, , ,0,00, , , , , , , , , , ,5
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00122,13,1,2,5,67.5641025641026,1,1,1,1,2,1,0,0,0,00, ,1,400,0,00, ,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00122,13,1,2,5,67.5641025641026,1,1,1,4,1,0,1,0,0,00, ,1,300,0,00, ,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00122,13,1,2,5,67.5641025641026,1,1,1,7,20,56,0,0,0,00, ,20,300,20,00,300,0,00,16, , ,4,00,1,0,0,0,0,0,0,0,0,0,16
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00122,13,1,2,5,67.5641025641026,1,1,1,15,3,0,0,0,0,00, ,0, ,1,00,30,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00122,13,1,2,5,67.5641025641026,1,1,1,16,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00135,14,1,2,5,67.5641025641026,1,1,1,2,0,0,3,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00135,14,1,2,5,67.5641025641026,1,1,1,7,5,12,0,0,0,00, ,0, ,5,00,100,0,00,5, , ,0,00, , , , , , , , , , ,7
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00135,14,1,2,5,67.5641025641026,1,1,1,9,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00135,14,1,2,5,67.5641025641026,1,1,1,15,2,0,0,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13281,00135,14,1,2,5,67.5641025641026,1,1,1,16,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00005,1,1,2,5,62.7380952380952,1,1,1,7,12,10,0,0,0,00, ,4,80,6,00,120,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,12
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00005,1,1,2,5,62.7380952380952,1,1,1,15,2,0,3,0,0,00, ,0, ,2,00,60,0,00,0, , ,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00005,1,1,2,5,62.7380952380952,1,1,1,16,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00018,2,1,2,5,62.7380952380952,1,1,1,1,1,1,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00018,2,1,2,5,62.7380952380952,1,1,1,7,18,15,0,0,0,00, ,8,160,8,00,160,0,00,2, , ,0,00,1,0,0,0,0,0,0,0,0,0,15
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00018,2,1,2,5,62.7380952380952,1,1,1,15,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00036,4,1,2,5,62.7380952380952,1,1,1,15,0,0,3,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00036,4,1,2,5,62.7380952380952,1,1,1,16,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00045,5,1,2,5,62.7380952380952,1,1,1,1,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00045,5,1,2,5,62.7380952380952,1,1,1,15,4,0,0,0,0,00, ,0, ,1,00,30,0,00,1, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00059,6,1,2,5,62.7380952380952,1,1,1,2,14,4,0,0,0,00, ,0, ,2,00,240,0,00,0,0,00,0,00, , , , , , , , , , ,16
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00059,6,1,2,5,62.7380952380952,1,1,1,7,42,10,0,0,0,00, ,6,120,10,00,200,0,00,1, , ,0,00,1,0,0,0,0,0,0,0,0,0,35
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00068,7,1,2,5,62.7380952380952,1,1,1,7,4,8,0,0,0,00, ,0, ,2,00,40,0,00,6, , ,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00098,8,1,2,5,62.7380952380952,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00107,9,1,2,5,62.7380952380952,1,1,1,2,4,2,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,6
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00107,9,1,2,5,62.7380952380952,1,1,1,7,14,10,0,0,0,00, ,0, ,6,00,120,0,00,3, , ,0,00, , , , , , , , , , ,15
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00117,10,1,2,5,62.7380952380952,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00124,11,1,2,5,62.7380952380952,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00133,12,1,2,5,62.7380952380952,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00143,13,1,2,5,62.7380952380952,1,1,1,7,22,10,0,0,0,00, ,2,20,4,00,80,0,00,15, , ,0,00,1,0,0,0,0,0,0,0,0,0,11
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00143,13,1,2,5,62.7380952380952,1,1,1,15,4,0,3,0,0,00, ,0, ,2,00,60,0,00,2, , ,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00154,14,1,2,5,62.7380952380952,1,1,1,2,15,8,0,0,0,00, ,2,240,1,00,120,0,00,3,2,00,0,00,1,0,0,0,0,0,0,0,0,0,15
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00154,14,1,2,5,62.7380952380952,1,1,1,4,0,0,4,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00154,14,1,2,5,62.7380952380952,1,1,1,15,3,0,2,0,0,00, ,0, ,1,00,30,0,00,0, , ,0,00, , , , , , , , , , ,4
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13291,00154,14,1,2,5,62.7380952380952,1,1,1,16,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00006,1,1,2,5,62.7380952380952,1,1,1,6,148,12,0,0,0,00, ,10,2500,3,00,750,0,00,20,2,00,0,00,1,0,0,0,0,0,0,0,0,0,125
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00006,1,1,2,5,62.7380952380952,1,1,1,9,2,0,0,0,0,00, ,0, ,0,00, ,0,00,1, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00013,2,1,2,5,62.7380952380952,1,0,1,5,5,1,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,6
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00013,2,1,2,5,62.7380952380952,1,0,1,6,50,12,0,0,0,00, ,10,2500,1,00,250,0,00,2,2,00,0,00,1,0,0,0,0,0,0,0,0,0,47
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00020,3,1,2,5,62.7380952380952,1,1,1,2,20,2,0,0,0,00, ,2,160,0,00, ,0,00,6,0,00,0,00,1,0,0,0,0,0,0,0,0,0,14
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00020,3,1,2,5,62.7380952380952,1,1,1,5,12,2,0,0,0,00, ,0, ,0,00, ,0,00,3,0,00,0,00, , , , , , , , , , ,11
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00020,3,1,2,5,62.7380952380952,1,1,1,6,130,10,0,0,0,00, ,0, ,3,00,690,0,00,20,1,00,0,00, , , , , , , , , , ,116
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00020,3,1,2,5,62.7380952380952,1,1,1,15,1,0,2,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00020,3,1,2,5,62.7380952380952,1,1,1,16,1,0,0,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00027,4,1,2,5,62.7380952380952,1,1,1,5,22,0,0,0,0,00, ,2,400,0,00, ,0,00,2,0,00,0,00,1,0,0,0,0,0,0,0,0,0,18
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00027,4,1,2,5,62.7380952380952,1,1,1,6,350,30,0,0,0,00, ,20,4000,8,00,1600,0,00,6,2,00,0,00,1,0,0,0,0,0,0,0,0,0,344
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00027,4,1,2,5,62.7380952380952,1,1,1,15,5,0,20,0,0,00, ,0, ,5,00,150,0,00,0, , ,0,00, , , , , , , , , , ,20
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00034,5,1,2,5,62.7380952380952,1,1,1,6,50,15,0,0,0,00, ,12,3000,2,00,300,0,00,6,2,00,1,00,1,0,0,0,0,0,0,0,0,0,42
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00041,6,1,2,5,62.7380952380952,1,1,1,2,12,6,0,0,0,00, ,0, ,2,00,160,0,00,6,0,00,0,00, , , , , , , , , , ,10
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00041,6,1,2,5,62.7380952380952,1,1,1,3,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00041,6,1,2,5,62.7380952380952,1,1,1,5,20,4,0,0,0,00, ,0, ,0,00, ,0,00,5,0,00,0,00, , , , , , , , , , ,19
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00041,6,1,2,5,62.7380952380952,1,1,1,6,50,15,0,0,0,00, ,5,1000,1,00,200,0,00,5,1,00,0,00,1,0,0,0,0,0,0,0,0,0,53
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00048,7,1,2,5,62.7380952380952,1,0,1,6,20,5,0,0,0,00, ,0, ,2,00,480,0,00,4,1,00,0,00, , , , , , , , , , ,18
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00054,8,1,2,5,62.7380952380952,1,1,1,2,8,2,0,0,0,00, ,0, ,2,00,160,0,00,2,0,00,0,00, , , , , , , , , , ,6
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00054,8,1,2,5,62.7380952380952,1,1,1,6,120,5,0,0,0,00, ,10,2500,2,00,500,0,00,15,2,00,0,00,1,0,0,0,0,0,0,0,0,0,96
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00054,8,1,2,5,62.7380952380952,1,1,1,15,4,0,0,0,0,00, ,0, ,2,00,60,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00054,8,1,2,5,62.7380952380952,1,1,1,16,1,0,0,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00061,9,1,2,5,62.7380952380952,1,1,1,5,6,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,6
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00061,9,1,2,5,62.7380952380952,1,1,1,6,55,15,0,0,0,00, ,15,3750,4,00,1000,0,00,5,2,00,0,00,1,0,0,0,0,0,0,0,0,0,44
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00061,9,1,2,5,62.7380952380952,1,1,1,10,2,0,0,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00061,9,1,2,5,62.7380952380952,1,1,1,15,5,0,0,0,0,00, ,0, ,2,00,60,0,00,0, , ,0,00, , , , , , , , , , ,3
2021,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13295,00068,10,1,2,5,62.7380952380952,1,1,1,6,30,7,0,0,0,00, ,0, ,1,00,200,0,00,10,1,00,0,00, , , , , , , , , , ,25
