ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A,P402A,P403A_1,P403A_2,P403A_3,P403A_4_1_ENT,P403A_4_1_DEC,P403A_4_1_VAL,P403A_4_2_ENT,P403A_4_2_VAL,P403A_5_ENT,P403A_5_DEC,P403A_5_VAL,P403A_6_ENT,P403A_6_DEC,P403A_7_ENT,P403A_8_ENT,P403A_8_DEC,P403A_9_ENT,P403A_9_DEC,P403AA_1,P403AA_2,P403AA_3,P403AA_4,P403AA_5,P403AA_6,P403AA_7,P403AA_8,P403AA_9,P403AA_10,P404A
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00079,9,1,1,1,104.719230769231,1,1,1,7,20,11,0,0,0,00, ,0, ,10,00,300,0,00,15, , ,0,00, , , , , , , , , , ,6
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00079,9,1,1,1,104.719230769231,1,1,1,9,0,0,20,0,0,00, ,0, ,0,00, ,0,00,20, , ,0,00, , , , , , , , , , ,0
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00079,9,1,1,1,104.719230769231,1,1,1,14,0,0,19,0,0,00, ,0, ,0,00, ,0,00,19, , ,0,00, , , , , , , , , , ,0
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00079,9,1,1,1,104.719230769231,1,1,1,16,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00086,10,1,1,1,104.719230769231,1,1,1,1,0,1,1,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00102,12,1,1,1,104.719230769231,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00124,13,1,1,1,104.719230769231,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,2,6,4,0,0,0,00, ,0, ,3,00,200,0,00,1,0,00,0,00, , , , , , , , , , ,6
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,3,0,2,1,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,4,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,7,15,5,0,0,0,00, ,0, ,10,00,300,0,00,0, , ,0,00, , , , , , , , , , ,10
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,9,0,0,4,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,14,0,0,4,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,02,ASCOPE,04,MAGDALENA DE CAO,07094,00125,14,1,1,1,104.719230769231,1,1,1,16,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00013,1,1,2,4,94.2802197802198,1,1,1,1,4,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00026,2,1,2,4,94.2802197802198,1,1,1,1,4,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00027,3,1,2,4,94.2802197802198,1,1,1,1,6,3,0,0,0,00, ,0, ,0,00, ,0,00,1,0,00,0,00, , , , , , , , , , ,8
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00036,4,1,2,4,94.2802197802198,1,1,1,1,2,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00036,4,1,2,4,94.2802197802198,1,1,1,4,2,0,2,0,0,00, ,0, ,2,00,300,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00036,4,1,2,4,94.2802197802198,1,1,1,7,12,63,0,0,0,00, ,0, ,28,00,560,0,00,15, , ,15,00, , , , , , , , , , ,17
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00036,4,1,2,4,94.2802197802198,1,1,1,15,5,30,0,0,0,00, ,0, ,9,00,180,0,00,15, , ,8,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00036,4,1,2,4,94.2802197802198,1,1,1,16,2,10,0,0,0,00, ,0, ,5,00,225,0,00,1, , ,4,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00044,5,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00060,6,1,2,4,94.2802197802198,1,1,1,7,0,32,6,0,0,00, ,0, ,6,00,120,0,00,7, , ,0,00, , , , , , , , , , ,25
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00060,6,1,2,4,94.2802197802198,1,1,1,10,1,24,0,0,0,00, ,2,96,4,00,192,0,00,2, , ,0,00,1,0,0,0,0,0,0,0,0,0,17
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00060,6,1,2,4,94.2802197802198,1,1,1,15,3,15,0,0,0,00, ,0, ,8,00,240,0,00,4, , ,0,00, , , , , , , , , , ,6
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00060,6,1,2,4,94.2802197802198,1,1,1,16,1,6,0,0,0,00, ,0, ,5,00,200,0,00,1, , ,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00071,7,1,2,4,94.2802197802198,1,1,1,1,4,1,0,0,0,00, ,1,1100,0,00, ,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00079,8,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00084,9,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00097,10,1,2,4,94.2802197802198,1,1,1,1,3,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00099,11,1,2,4,94.2802197802198,1,1,1,1,7,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,7
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00102,12,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00111,13,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07108,00120,14,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00004,1,1,2,4,94.2802197802198,1,1,1,4,3,3,0,0,0,00, ,2,600,1,00,300,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00004,1,1,2,4,94.2802197802198,1,1,1,10,4,3,0,0,0,00, ,3,600,1,00,200,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00004,1,1,2,4,94.2802197802198,1,1,1,15,15,15,0,0,0,00, ,8,240,6,00,180,0,00,8, , ,0,00,1,0,0,0,0,0,0,0,0,0,8
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00012,2,1,2,4,94.2802197802198,1,1,1,15,10,25,0,4,0,00, ,5,100,10,00,300,0,00,10, , ,0,00,1,0,0,0,0,0,0,0,0,0,14
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00020,3,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00030,4,1,2,4,94.2802197802198,1,1,1,4,2,4,0,0,0,00, ,2,100,2,00,200,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00030,4,1,2,4,94.2802197802198,1,1,1,9,20,10,0,0,0,00, ,4,120,5,00,150,0,00,6, , ,0,00,1,0,0,0,0,0,0,0,0,0,15
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00030,4,1,2,4,94.2802197802198,1,1,1,10,2,6,0,0,0,00, ,4,320,2,00,320,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00030,4,1,2,4,94.2802197802198,1,1,1,15,15,10,0,0,0,00, ,5,150,5,00,30,0,00,5, , ,0,00,1,0,0,0,0,0,0,0,0,0,10
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00044,5,1,2,4,94.2802197802198,1,1,1,4,3,4,0,0,0,00, ,2,180,1,00,180,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00044,5,1,2,4,94.2802197802198,1,1,1,7,5,10,0,0,0,00, ,8,160,0,00, ,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,7
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00044,5,1,2,4,94.2802197802198,1,1,1,15,3,6,0,0,0,00, ,0, ,3,00,50,0,00,0, , ,0,00, , , , , , , , , , ,6
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00051,6,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00054,7,1,2,4,94.2802197802198,1,1,1,7,40,15,0,0,0,00, ,10,250,10,00,250,0,00,30, , ,0,00,1,0,0,0,0,0,0,0,0,0,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00054,7,1,2,4,94.2802197802198,1,1,1,15,150,50,0,0,0,00, ,30,600,30,00,600,0,00,40, , ,0,00,1,0,0,0,0,0,0,0,0,0,100
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00059,8,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00061,9,1,2,4,94.2802197802198,1,1,1,2,4,2,0,0,0,00, ,2,800,2,00,400,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00061,9,1,2,4,94.2802197802198,1,1,1,4,1,0,1,0,0,00, ,1,400,0,00, ,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00061,9,1,2,4,94.2802197802198,1,1,1,15,10,20,0,0,0,00, ,5,150,10,00,300,0,00,5, , ,0,00,1,0,0,0,0,0,0,0,0,0,10
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00072,10,1,2,4,94.2802197802198,1,1,1,1,1,1,0,0,0,00, ,0, ,0,00, ,0,00,1,0,00,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00072,10,1,2,4,94.2802197802198,1,1,1,3,2,2,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00072,10,1,2,4,94.2802197802198,1,1,1,4,4,0,0,0,0,00, ,1,120,1,00,120,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00072,10,1,2,4,94.2802197802198,1,1,1,7,15,14,0,0,0,00, ,0, ,4,00,120,0,00,5, , ,0,00, , , , , , , , , , ,20
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00072,10,1,2,4,94.2802197802198,1,1,1,9,3,15,0,0,0,00, ,0, ,2,00,52,0,00,10, , ,0,00, , , , , , , , , , ,6
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00072,10,1,2,4,94.2802197802198,1,1,1,15,0,13,2,0,0,00, ,0, ,0,00, ,0,00,10, , ,0,00, , , , , , , , , , ,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00073,11,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00080,12,1,2,4,94.2802197802198,1,1,1,4,11,2,0,0,0,00, ,7,2100,1,00,300,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00080,12,1,2,4,94.2802197802198,1,1,1,10,10,2,0,0,0,00, ,6,1200,1,00,200,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00080,12,1,2,4,94.2802197802198,1,1,1,15,13,5,0,0,0,00, ,8,240,6,00,180,0,00,2, , ,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00087,13,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00095,14,1,2,4,94.2802197802198,1,1,1,2,2,2,0,0,0,00, ,1,150,1,00,150,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00095,14,1,2,4,94.2802197802198,1,1,1,9,3,10,0,0,0,00, ,5,50,4,00,200,0,00,2, , ,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00095,14,1,2,4,94.2802197802198,1,1,1,10,1,0,2,0,0,00, ,0, ,2,00,180,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,01,CASCAS,07111,00095,14,1,2,4,94.2802197802198,1,1,1,15,3,3,0,0,0,00, ,0, ,3,00,40,0,00,0, , ,0,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00002,1,1,2,4,94.2802197802198,1,1,1,2,12,3,0,0,0,00, ,4,400,0,00, ,0,00,2,0,00,0,00,1,0,0,0,0,0,0,0,0,0,9
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00002,1,1,2,4,94.2802197802198,1,1,1,9,6,5,0,0,0,00, ,0, ,5,00,150,0,00,0, , ,0,00, , , , , , , , , , ,6
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00002,1,1,2,4,94.2802197802198,1,1,1,10,13,0,0,0,0,00, ,5,500,2,00,180,0,00,3, , ,0,00,1,0,0,0,0,0,0,0,0,0,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00002,1,1,2,4,94.2802197802198,1,1,1,15,12,0,10,0,0,00, ,0, ,5,00,175,0,00,5, , ,0,00, , , , , , , , , , ,12
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00002,1,1,2,4,94.2802197802198,1,1,1,16,1,0,0,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00003,14,1,2,4,94.2802197802198,1,1,1,2,4,1,0,0,0,00, ,0, ,0,00, ,0,00,1,0,00,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00003,14,1,2,4,94.2802197802198,1,1,1,10,8,14,0,0,0,00, ,0, ,4,00,320,0,00,13, , ,0,00, , , , , , , , , , ,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00003,14,1,2,4,94.2802197802198,1,1,1,14,4,6,0,0,0,00, ,2,50,4,00,100,0,00,2, , ,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00003,14,1,2,4,94.2802197802198,1,1,1,15,6,14,0,0,0,00, ,0, ,3,00,90,0,00,7, , ,0,00, , , , , , , , , , ,10
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00003,14,1,2,4,94.2802197802198,1,1,1,16,1,1,0,0,0,00, ,0, ,1,00,30,0,00,0, , ,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00013,2,1,2,4,94.2802197802198,1,1,1,1,2,2,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00013,2,1,2,4,94.2802197802198,1,1,1,2,0,0,2,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00013,2,1,2,4,94.2802197802198,1,1,1,7,14,10,0,0,0,00, ,0, ,5,00,100,0,00,5, , ,0,00, , , , , , , , , , ,14
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00013,2,1,2,4,94.2802197802198,1,1,1,10,11,8,0,0,0,00, ,1,90,0,00, ,0,00,4, , ,0,00,1,0,0,0,0,0,0,0,0,0,14
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00021,3,1,2,4,94.2802197802198,1,1,1,1,2,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00021,3,1,2,4,94.2802197802198,1,1,1,15,5,6,0,0,0,00, ,2,70,3,00,105,0,00,0, , ,0,00,1,0,0,0,0,0,0,0,0,0,6
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00021,3,1,2,4,94.2802197802198,1,1,1,16,2,1,0,0,0,00, ,0, ,1,00,35,0,00,0, , ,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00032,4,1,2,4,94.2802197802198,1,1,1,4,5,0,1,0,0,00, ,0, ,3,00,180,0,00,0,0,00,0,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00043,5,1,2,4,94.2802197802198,1,1,1,4,0,0,1,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00043,5,1,2,4,94.2802197802198,1,1,1,7,18,7,0,0,0,00, ,0, ,7,00,140,0,00,11, , ,0,00, , , , , , , , , , ,7
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00043,5,1,2,4,94.2802197802198,1,1,1,9,0,11,2,4,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,17
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00043,5,1,2,4,94.2802197802198,1,1,1,14,5,11,0,0,0,00, ,0, ,3,00,60,0,00,3, , ,0,00, , , , , , , , , , ,10
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00043,5,1,2,4,94.2802197802198,1,1,1,15,4,31,0,0,0,00, ,0, ,25,00,750,0,00,3, , ,0,00, , , , , , , , , , ,7
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00043,5,1,2,4,94.2802197802198,1,1,1,16,4,6,0,0,0,00, ,0, ,10,00,300,0,00,0, , ,0,00, , , , , , , , , , ,0
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00045,6,1,2,4,94.2802197802198,1,1,1,2,4,0,0,0,0,00, ,0, ,0,00, ,0,00,1,0,00,0,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00045,6,1,2,4,94.2802197802198,1,1,1,14,5,13,0,0,0,00, ,0, ,0,00, ,0,00,10, , ,0,00, , , , , , , , , , ,8
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00045,6,1,2,4,94.2802197802198,1,1,1,15,6,0,0,0,0,00, ,0, ,0,00, ,0,00,3, , ,0,00, , , , , , , , , , ,3
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00050,7,1,2,4,94.2802197802198,1,1,1,1,1,0,0,1,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00050,7,1,2,4,94.2802197802198,1,1,1,4,31,18,0,0,0,00, ,41,6150,0,00, ,0,00,6,0,00,0,00,1,0,0,0,0,0,0,0,0,0,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00050,7,1,2,4,94.2802197802198,1,1,1,7,25,20,0,0,0,00, ,0, ,10,00,400,0,00,15, , ,8,00, , , , , , , , , , ,12
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00050,7,1,2,4,94.2802197802198,1,1,1,14,10,6,0,0,0,00, ,0, ,5,00,125,0,00,3, , ,4,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00050,7,1,2,4,94.2802197802198,1,1,1,15,20,5,0,0,0,00, ,0, ,10,00,300,0,00,5, , ,5,00, , , , , , , , , , ,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00050,7,1,2,4,94.2802197802198,1,1,1,16,2,2,0,0,0,00, ,0, ,1,00,30,0,00,0, , ,2,00, , , , , , , , , , ,1
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00077,8,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00090,9,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00096,10,1,2,4,94.2802197802198,1,1,1,1,5,0,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00104,11,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00119,12,1,2,4,94.2802197802198,1,1,1,1,6,0,0,0,0,00, ,0, ,0,00, ,0,00,1,0,00,0,00, , , , , , , , , , ,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00119,12,1,2,4,94.2802197802198,1,1,1,2,7,2,0,0,0,00, ,0, ,0,00, ,0,00,0,0,00,0,00, , , , , , , , , , ,9
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00119,12,1,2,4,94.2802197802198,1,1,1,3,14,12,0,0,0,00, ,1,150,0,00, ,0,00,0,0,00,1,00,1,0,0,0,0,0,0,0,0,0,24
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07133,00125,13,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00010,1,1,2,4,94.2802197802198,1,1,1,15,3,2,5,0,0,00, ,2,40,3,00,120,0,00,0, , ,0,00,0,1,0,0,0,0,0,0,0,0,5
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00019,2,1,2,4,94.2802197802198,1,1,0,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00027,3,1,2,4,94.2802197802198,1,1,1,4,2,0,1,0,2,00,400,0, ,1,00,200,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,0
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00027,3,1,2,4,94.2802197802198,1,1,1,15,0,0,4,0,0,00, ,0, ,0,00, ,0,00,0, , ,0,00, , , , , , , , , , ,4
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00034,4,1,2,4,94.2802197802198,1,1,1,9,20,0,0,0,0,00, ,0, ,6,00,300,0,00,12, , ,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00034,4,1,2,4,94.2802197802198,1,1,1,15,20,0,0,0,0,00, ,0, ,0,00, ,0,00,18, , ,0,00, , , , , , , , , , ,2
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00036,5,1,2,4,94.2802197802198,1,1,1,15,10,10,0,0,0,00, ,0, ,5,00,75,0,00,0, , ,0,00, , , , , , , , , , ,15
2021,13,LA LIBERTAD,11,GRAN CHIMU,02,LUCMA,07142,00042,6,1,2,4,94.2802197802198,1,1,1,4,4,3,0,0,0,00, ,1,120,1,00,110,0,00,0,0,00,0,00,1,0,0,0,0,0,0,0,0,0,5
