ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1203,P1205,P1205_NOM,P1205_COD,P1205_TIPO,P1206_SUP_1,P1206_SUP_2,OMICAP1200_02
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00107,9,1,1,1,58.8658008658009,1, ,1,1,0,1,1,NARANJO,1156,2,0,006, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00107,9,1,1,1,58.8658008658009,1, ,1,1,0,1,2,COCOTERO,1128,2,0,003, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00113,11,1,1,1,58.8658008658009,1, ,1,1,0,1,1,MANGO,1147,2,1,920, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00113,11,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PALTO,1162,2,0,017, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00113,11,1,1,1,58.8658008658009,1, ,1,1,0,1,3,LIMON ACIDO,1140,3,0,015, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00113,11,1,1,1,58.8658008658009,1, ,1,1,0,1,4,CIRUELA AGRIA,1125,2,0,005, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00113,11,1,1,1,58.8658008658009,1, ,1,1,0,1,5,PLATANO,1171,3,0,005, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00132,12,1,1,1,58.8658008658009,1, ,1,1,0,1,1,MAIZ AMARILLO DURO,2107,1,2,992, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00132,12,1,1,1,58.8658008658009,1, ,1,1,0,1,2,MANGO,1147,2,0,025, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00132,12,1,1,1,58.8658008658009,1, ,1,1,0,1,3,CIRUELA AGRIA,1125,2,0,003, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00137,13,1,1,1,58.8658008658009,1, ,1,1,0,1,1,NARANJO,1156,2,0,008, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00137,13,1,1,1,58.8658008658009,1, ,1,1,0,1,2,GRANADO,1132,2,0,008, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00137,13,1,1,1,58.8658008658009,1, ,1,1,0,1,3,NONI,1217,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00160,14,1,1,1,58.8658008658009,1, ,1,1,0,1,1,PACAE,1159,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00160,14,1,1,1,58.8658008658009,1, ,1,1,0,1,2,MAIZ AMARILLO DURO,2107,1,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,00160,14,1,1,1,58.8658008658009,1, ,1,1,0,1,3,AJI,2302,1,0,001, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,1,FRIJOL BAYO,2906,1,0,500, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,2,HABA,2942,1,0,050, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,3,TUMBO,1185,2,0,001, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,4,CHIRIMOYO,1121,2,0,004, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,5,LENTEJA,2944,1,0,250, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,6,CAFE PERGAMINO,1203,2,1,000, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,7,PACAE,1159,2,0,030, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00007,1,1,1,1,68.6767676767677,1, ,1,1,0,1,8,PLATANO,1171,3,0,500, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00013,2,1,1,1,68.6767676767677,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,500, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00013,2,1,1,1,68.6767676767677,1, ,1,0,0,1,2,NARANJO,1156,2,0,001, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00013,2,1,1,1,68.6767676767677,1, ,1,0,0,1,3,CHIRIMOYO,1121,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00013,2,1,1,1,68.6767676767677,1, ,1,0,0,1,4,PLATANO,1171,3,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00013,2,1,1,1,68.6767676767677,1, ,1,0,0,1,5,PACAE,1159,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00028,3,1,1,1,68.6767676767677,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,1,000, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00028,3,1,1,1,68.6767676767677,1, ,1,0,0,1,2,PLATANO,1171,3,0,125, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00028,3,1,1,1,68.6767676767677,1, ,1,0,0,1,3,PACAE,1159,2,0,125, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00031,4,1,1,1,68.6767676767677,1, ,1,0,0,1,1,PACAE,1159,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00031,4,1,1,1,68.6767676767677,1, ,1,0,0,1,2,LUCUMO,1143,3,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00031,4,1,1,1,68.6767676767677,1, ,1,0,0,1,3,CHIRIMOYO,1121,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00044,5,1,1,1,68.6767676767677,1, ,1,0,0,1,1,MAIZ CHOCLO,2109,1,0,150, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00044,5,1,1,1,68.6767676767677,1, ,1,0,0,1,2,CAFE PERGAMINO,1203,2,1,000, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00044,5,1,1,1,68.6767676767677,1, ,1,0,0,1,3,PACAE,1159,2,0,030, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00044,5,1,1,1,68.6767676767677,1, ,1,0,0,1,4,PLATANO,1171,3,0,040, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00044,5,1,1,1,68.6767676767677,1, ,1,0,0,1,5,NARANJO,1156,2,0,012, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00044,5,1,1,1,68.6767676767677,1, ,1,0,0,1,6,PALTO,1162,2,0,005, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00055,6,1,1,1,68.6767676767677,1, ,1,0,0,1,1,CAÑA GUAYAQUIL,1303,2,0,170, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00055,6,1,1,1,68.6767676767677,1, ,1,0,0,1,2,PLATANO,1171,3,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00055,6,1,1,1,68.6767676767677,1, ,1,0,0,1,3,CHIRIMOYO,1121,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,1,PLATANO,1171,3,0,050, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,2,CAFE PERGAMINO,1203,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,3,LIMON ACIDO,1140,3,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,4,CIRUELA AGRIA,1125,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,5,PALTO,1162,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,6,PACAE,1159,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,7,MAMEY,1145,2,0,003, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00073,8,1,1,1,68.6767676767677,1, ,1,1,0,1,8,LENTEJA,2944,1,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00090,10,1,1,1,68.6767676767677,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,800, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00090,10,1,1,1,68.6767676767677,1, ,1,0,0,1,2,PLATANO,1171,3,0,240, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00090,10,1,1,1,68.6767676767677,1, ,1,0,0,1,3,PACAE,1159,2,0,190, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00090,10,1,1,1,68.6767676767677,1, ,1,0,0,1,4,CHIRIMOYO,1121,2,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00099,11,1,1,1,68.6767676767677,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,1,450, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00099,11,1,1,1,68.6767676767677,1, ,1,1,0,1,2,PLATANO,1171,3,0,175, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00099,11,1,1,1,68.6767676767677,1, ,1,1,0,1,3,PACAE,1159,2,0,175, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00099,11,1,1,1,68.6767676767677,1, ,1,1,0,1,4,CHIRIMOYO,1121,2,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,1,MAIZ AMARILLO DURO,2107,1,1,000, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,2,LENTEJA,2944,1,0,250, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,3,PLATANO,1171,3,0,200, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,4,PACAE,1159,2,0,200, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,5,CHIRIMOYO,1121,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,6,CAFE PERGAMINO,1203,2,0,800, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00102,12,1,1,1,68.6767676767677,1, ,1,0,0,1,7,PALTO,1162,2,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00109,13,1,1,1,68.6767676767677,1, ,1,1,0,1,1,FRIJOL BAYO,2906,1,0,800, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00109,13,1,1,1,68.6767676767677,1, ,1,1,0,1,2,CHIRIMOYO,1121,2,0,004, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00109,13,1,1,1,68.6767676767677,1, ,1,1,0,1,3,PACAE,1159,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00115,14,1,1,1,68.6767676767677,1, ,1,1,0,1,1,NARANJO,1156,2,0,005, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00115,14,1,1,1,68.6767676767677,1, ,1,1,0,1,2,PACAE,1159,2,0,055, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00115,14,1,1,1,68.6767676767677,1, ,1,1,0,1,3,CHIRIMOYO,1121,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00115,14,1,1,1,68.6767676767677,1, ,1,1,0,1,4,PLATANO,1171,3,0,080, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,00115,14,1,1,1,68.6767676767677,1, ,1,1,0,1,5,CAFE PERGAMINO,1203,2,0,350, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00003,1,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,347, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00003,1,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PALTO,1162,2,0,002, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00003,1,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PLATANO,1171,3,0,001, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00017,2,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,200, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00017,2,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,025, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00017,2,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PACAE,1159,2,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00017,2,1,1,1,58.8658008658009,1, ,1,0,0,1,4,LIMA,1139,2,0,005, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00017,2,1,1,1,58.8658008658009,1, ,1,0,0,1,5,LIMON ACIDO,1140,3,0,004, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00018,3,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,950, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00018,3,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,028, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00018,3,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PACAE,1159,2,0,026, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00030,4,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,291, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00030,4,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PLATANO,1171,3,0,001, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00030,4,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PACAE,1159,2,0,008, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00035,5,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,450, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00035,5,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,025, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00035,5,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PACAE,1159,2,0,018, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00051,6,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,200, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00051,6,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,050, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00051,6,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PALTO,1162,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00057,7,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,400, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00057,7,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PLATANO,1171,3,0,023, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00057,7,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PACAE,1159,2,0,016, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00074,9,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,700, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00074,9,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,025, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00074,9,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PALTO,1162,2,0,015, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00074,9,1,1,1,58.8658008658009,1, ,1,0,0,1,4,PACAE,1159,2,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00085,11,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,360, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00085,11,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,025, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00085,11,1,1,1,58.8658008658009,1, ,1,0,0,1,3,CAÑA DE AZUCAR PARA CHANCACA,2809,1,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00085,11,1,1,1,58.8658008658009,1, ,1,0,0,1,4,PALTO,1162,2,0,006, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00097,12,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,200, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00097,12,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PLATANO,1171,3,0,010, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00097,12,1,1,1,58.8658008658009,1, ,1,1,0,1,3,CAÑA DE AZUCAR PARA CHANCACA,2809,1,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00106,13,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,0,460, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00106,13,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PLATANO,1171,3,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00106,13,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PACAE,1159,2,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00112,14,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,790, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00112,14,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PLATANO,1171,3,0,045, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00112,14,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PACAE,1159,2,0,020, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,00112,14,1,1,1,58.8658008658009,1, ,1,1,0,1,4,PINO,1546,4,0,012, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00002,1,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,650, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00002,1,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PACAE,1159,2,0,050, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00002,1,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PLATANO,1171,3,0,050, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00011,2,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,1,800, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00011,2,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PACAE,1159,2,0,170, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00011,2,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PLATANO,1171,3,0,030, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00016,3,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,3,800, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00016,3,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PACAE,1159,2,0,200, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00020,4,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,860, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00020,4,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PACAE,1159,2,0,070, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00020,4,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PLATANO,1171,3,0,070, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00029,5,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00029,5,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PLATANO,1171,3,0,015, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00031,6,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAÑA DE AZUCAR PARA ALCOHOL,2807,1,0,230, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00031,6,1,1,1,58.8658008658009,1, ,1,1,0,1,2,CAFE PERGAMINO,1203,2,1,800, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00031,6,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PACAE,1159,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00031,6,1,1,1,58.8658008658009,1, ,1,1,0,1,4,PLATANO,1171,3,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00041,7,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,3,197, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00041,7,1,1,1,58.8658008658009,1, ,1,1,0,1,2,CAÑA DE AZUCAR PARA ALCOHOL,2807,1,1,750, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00041,7,1,1,1,58.8658008658009,1, ,1,1,0,1,3,PACAE,1159,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00041,7,1,1,1,58.8658008658009,1, ,1,1,0,1,4,PLATANO,1171,3,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00041,7,1,1,1,58.8658008658009,1, ,1,1,0,1,5,CHIRIMOYO,1121,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00049,8,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,0,910, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00049,8,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PALTO,1162,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00049,8,1,1,1,58.8658008658009,1, ,1,1,0,1,3,LUCUMO,1143,3,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00049,8,1,1,1,58.8658008658009,1, ,1,1,0,1,4,PLATANO,1171,3,0,070, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00049,8,1,1,1,58.8658008658009,1, ,1,1,0,1,5,CAÑA DE AZUCAR PARA ALCOHOL,2807,1,0,500, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00049,8,1,1,1,58.8658008658009,1, ,1,1,0,1,6,PACAE,1159,2,0,040, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00052,9,1,1,1,58.8658008658009,1, ,1,0,0,1,1,CAFE PERGAMINO,1203,2,1,600, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00052,9,1,1,1,58.8658008658009,1, ,1,0,0,1,2,PACAE,1159,2,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00052,9,1,1,1,58.8658008658009,1, ,1,0,0,1,3,PLATANO,1171,3,0,050, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00060,10,1,1,1,58.8658008658009,1, ,1,1,0,1,1,CAFE PERGAMINO,1203,2,1,350, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00060,10,1,1,1,58.8658008658009,1, ,1,1,0,1,2,PLATANO,1171,3,0,100, 
2021,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,00060,10,1,1,1,58.8658008658009,1, ,1,1,0,1,3,LUCUMO,1143,3,0,050, 
