ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A_400C,P411B_400C,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_1_PRE_KG,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00088,9,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,24,00,KILOGRAMO,12,1,0,00, , , , ,24,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00098,10,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,36,00,KILOGRAMO,12,1,0,00, , , , ,36,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00115,11,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,28,00,KILOGRAMO,12,1,0,00, , , , ,28,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00135,12,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00153,13,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,16,00,KILOGRAMO,12,1,0,00, , , , ,16,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00154,14,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00035,5,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,3,00,KILOGRAMO,12,1,0,00, , , , ,3,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00059,7,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,250,00,KILOGRAMO,12,1,240,00,10,00,2400,10,10,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00067,9,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00075,10,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,5,00,KILOGRAMO,12,1,0,00, , , , ,5,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00105,13,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,5,00,KILOGRAMO,12,1,0,00, , , , ,5,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00118,14,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04333,00007,1,1,2,4,273.608653846154,1,1,1,1,1,1,QUESO,4208,10,00,UNIDAD,24,.5,0,00, , , , ,10,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04333,00023,3,1,2,4,273.608653846154,1,1,1,1,1,1,REQUESON,4209,5,00,KILOGRAMO,12,1,0,00, , , , ,5,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,04,HUASMIN,04435,00054,5,1,2,4,254.065178571429,1,1,1,1,1,1,QUESO,4208,153,00,KILOGRAMO,12,1,152,00,10,00,1520,10,1,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,04,HUASMIN,04461,00026,4,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,04,HUASMIN,04461,00059,8,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00027,5,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00034,6,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,21,00,KILOGRAMO,12,1,0,00, , , , ,21,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00045,8,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00051,9,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00055,10,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00065,11,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,14,00,KILOGRAMO,12,1,0,00, , , , ,14,00,0,00, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00068,12,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,18,00,KILOGRAMO,12,1,0,00, , , , ,18,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,00030,2,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,28,00,KILOGRAMO,12,1,0,00, , , , ,28,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,00083,6,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,240,00,KILOGRAMO,12,1,240,00,8,00,1920,8,0,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,00091,7,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,500,00,KILOGRAMO,12,1,400,00,7,00,2800,7,80,00,20,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,00107,10,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,175,00,KILOGRAMO,12,1,100,00,12,00,1200,12,75,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04694,00002,1,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,6,00,KILOGRAMO,12,1,0,00, , , , ,6,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04694,00092,11,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04694,00101,13,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,7,50,KILOGRAMO,12,1,0,00, , , , ,7,50,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04694,00110,14,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,18,50,KILOGRAMO,12,1,0,00, , , , ,18,50,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04799,00067,8,1,2,4,296.409375,1,1,1,1,1,1,CUAJADA,4203,27,00,KILOGRAMO,12,1,0,00, , , , ,27,00,0,00, 
2021,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04808,00042,9,1,2,4,273.608653846154,1,1,1,1,1,1,CUAJADA,4203,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,0,00, 
2021,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04929,00059,9,1,2,4,254.065178571429,1,1,1,1,1,1,CUAJADA,4203,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05131,00099,12,1,3,7,96.7403846153846,1,1,1,1,1,1,CUAJADA,4203,144,00,KILOGRAMO,12,1,0,00, , , , ,100,00,44,00, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00052,3,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,118,50,KILOGRAMO,12,1,100,00,10,00,1000,10,18,50,0,00, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05158,00015,3,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,13,00,KILOGRAMO,12,1,5,00,15,00,75,15,5,00,3,00, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05167,00067,13,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,400,00,KILOGRAMO,12,1,350,00,12,00,4200,12,50,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00022,3,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,231,46,KILOGRAMO,12,1,199,00,13,00,2587,13,32,46,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00045,5,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,157,00,KILOGRAMO,12,1,0,00, , , , ,157,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00056,6,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,450,00,KILOGRAMO,12,1,0,00, , , , ,450,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00057,7,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,675,00,KILOGRAMO,12,1,0,00, , , , ,675,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00081,9,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,213,00,KILOGRAMO,12,1,138,00,12,00,1656,12,75,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00104,13,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,207,00,KILOGRAMO,12,1,17,00,10,00,170,10,190,00,0,00, 
2021,01,AMAZONAS,02,BAGUA,04,EL PARCO,05174,00116,14,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,0,00, , , , ,50,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05212,00147,13,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,25,00,KILOGRAMO,12,1,10,00,11,00,110,11,10,00,5,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00006,1,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,198,00,KILOGRAMO,12,1,174,00,10,00,1740,10,24,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00008,2,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,90,00,KILOGRAMO,12,1,85,00,10,00,850,10,5,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00019,3,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,535,50,KILOGRAMO,12,1,513,00,10,00,5130,10,22,50,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00037,6,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,492,00,KILOGRAMO,12,1,476,00,11,00,5236,11,16,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00042,7,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,315,00,KILOGRAMO,12,1,300,00,10,00,3000,10,15,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00052,8,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,211,20,KILOGRAMO,12,1,163,00,10,00,1630,10,48,20,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00060,9,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,236,25,KILOGRAMO,12,1,194,00,10,00,1940,10,42,25,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00064,10,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,180,00,KILOGRAMO,12,1,156,00,11,00,1716,11,24,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00072,11,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,1080,00,KILOGRAMO,12,1,900,00,10,00,9000,10,180,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00084,12,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,162,00,KILOGRAMO,12,1,138,00,10,00,1380,10,24,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,00096,14,1,3,7,96.7403846153846,1,1,1,1,1,1,QUESO,4208,26,60,KILOGRAMO,12,1,0,00, , , , ,26,60,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05250,00046,5,1,3,7,96.7403846153846,1,1,1,1,1,1,CUAJADA,4203,40,00,KILOGRAMO,12,1,0,00, , , , ,20,00,20,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05272,00108,13,1,3,7,89.8303571428571,1,1,1,1,1,1,CUAJADA,4203,125,00,KILOGRAMO,12,1,100,00,10,00,1000,10,25,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05298,00012,1,1,3,7,89.8303571428571,1,1,1,1,1,1,CUAJADA,4203,585,00,KILOGRAMO,12,1,480,00,11,00,5280,11,80,00,25,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05298,00038,3,1,3,7,89.8303571428571,1,1,1,1,1,1,CUAJADA,4203,340,00,KILOGRAMO,12,1,320,00,11,00,3520,11,15,00,5,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05298,00050,4,1,3,7,89.8303571428571,1,1,1,1,1,1,CUAJADA,4203,1044,00,KILOGRAMO,12,1,1000,00,11,00,11000,11,34,00,10,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05298,00053,5,1,3,7,89.8303571428571,1,1,1,1,1,1,CUAJADA,4203,684,00,KILOGRAMO,12,1,650,00,11,00,7150,11,24,00,10,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05318,00020,5,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,90,00,KILOGRAMO,12,1,70,00,10,00,700,10,20,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05318,00028,6,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,35,00,10,00,350,10,15,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05318,00031,7,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,80,00,15,00,1200,15,20,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,05333,00100,12,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,15,00,KILOGRAMO,12,1,0,00, , , , ,15,00,0,00, 
2021,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,00042,7,1,3,7,89.8303571428571,1,1,1,1,1,1,CUAJADA,4203,50,00,KILOGRAMO,12,1,10,00,10,00,100,10,30,00,10,00, 
2021,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05363,00044,4,1,3,7,89.8303571428572,1,1,1,1,1,1,CUAJADA,4203,13,30,KILOGRAMO,12,1,0,00, , , , ,13,30,0,00, 
2021,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05363,00202,14,1,3,7,89.8303571428572,1,1,1,1,1,1,CUAJADA,4203,54,50,KILOGRAMO,12,1,0,00, , , , ,54,50,0,00, 
2021,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05366,00152,14,1,3,7,89.8303571428571,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,0,00, , , , ,20,00,0,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05370,00015,3,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,70,00,13,00,910,13,30,00,0,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05373,00006,1,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05373,00049,5,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,635,70,KILOGRAMO,12,1,630,00,8,50,5355,8.5,5,70,0,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05373,00052,6,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,638,50,KILOGRAMO,12,1,635,00,8,00,5080,8,3,50,0,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05373,00085,8,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,7,50,KILOGRAMO,12,1,0,00, , , , ,5,00,2,50, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05373,00112,10,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05373,00126,12,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,50,00,KILOGRAMO,12,1,0,00, , , , ,10,00,40,00, 
2021,01,AMAZONAS,03,BONGARA,06,FLORIDA,05374,00027,3,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,21,00,KILOGRAMO,12,1,15,00,15,00,225,15,6,00,0,00, 
2021,01,AMAZONAS,03,BONGARA,01,JUMBILLA,05382,00030,5,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,180,00,KILOGRAMO,12,1,100,00,10,00,1000,10,50,00,30,00, 
2021,01,AMAZONAS,03,BONGARA,01,JUMBILLA,05382,00044,7,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,62,50,KILOGRAMO,12,1,20,00,10,00,200,10,20,00,22,50, 
2021,01,AMAZONAS,03,BONGARA,05,CUISPES,05384,00061,6,1,2,4,30.0092307692308,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,0,00, , , , ,100,00,0,00, 
2021,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05405,00089,10,1,2,4,30.0092307692308,1,1,1,1,1,1,QUESO,4208,36,00,KILOGRAMO,12,1,0,00, , , , ,36,00,0,00, 
2021,01,AMAZONAS,05,LUYA,05,CONILA,05413,00024,4,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,80,00,KILOGRAMO,12,1,70,00,15,00,1050,15,8,00,2,00, 
2021,01,AMAZONAS,05,LUYA,05,CONILA,05413,00044,6,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,36,00,KILOGRAMO,12,1,10,00,15,00,150,15,20,00,6,00, 
2021,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,05424,00080,13,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,800,00,UNIDAD,24,.2,700,00,2,00,1400,10,50,00,50,00, 
2021,01,AMAZONAS,05,LUYA,01,LAMUD,05425,00041,5,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,125,00,KILOGRAMO,12,1,25,00,12,00,300,12,80,00,20,00, 
2021,01,AMAZONAS,05,LUYA,01,LAMUD,05426,00026,5,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,0,00, , , , ,100,00,0,00, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05467,00064,6,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,295,71,KILOGRAMO,12,1,250,00,8,00,2000,8,45,71,0,00, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05467,00157,13,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,61,42,KILOGRAMO,12,1,0,00, , , , ,40,00,21,42, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05469,00089,8,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,200,00,KILOGRAMO,12,1,180,00,12,00,2160,12,20,00,0,00, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05470,00056,6,1,2,4,30.0092307692308,1,1,1,1,1,1,CUAJADA,4203,187,50,KILOGRAMO,12,1,0,00, , , , ,87,00,100,50, 
2021,01,AMAZONAS,05,LUYA,03,COCABAMBA,05471,00144,12,1,2,4,30.0092307692308,1,1,1,1,1,1,CUAJADA,4203,288,90,KILOGRAMO,12,1,250,00,7,00,1750,7,38,90,0,00, 
2021,01,AMAZONAS,05,LUYA,03,COCABAMBA,05471,00169,14,1,2,4,30.0092307692308,1,1,1,1,1,1,CUAJADA,4203,100,00,KILOGRAMO,12,1,20,00,7,00,140,7,60,00,20,00, 
2021,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05478,00012,1,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,12,50,KILOGRAMO,12,1,0,00, , , , ,10,00,2,50, 
2021,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05478,00117,9,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,0,00, , , , ,100,00,0,00, 
2021,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05481,00002,1,1,2,4,30.0092307692308,1,1,1,1,1,1,CUAJADA,4203,32,40,KILOGRAMO,12,1,0,00, , , , ,22,00,10,40, 
2021,01,AMAZONAS,01,CHACHAPOYAS,17,QUINJALCA,05489,00122,11,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,350,00,KILOGRAMO,12,1,300,00,8,00,2400,8,50,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,00014,2,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,800,00,KILOGRAMO,12,1,750,00,8,00,6000,8,50,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,00030,4,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,1750,00,UNIDAD,24,.2,1700,00,2,20,3740,11,50,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,00034,5,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,26,00,KILOGRAMO,12,1,20,00,14,00,280,14,6,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,00040,6,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,2450,00,UNIDAD,24,.2,2400,00,2,20,5280,11,50,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,00083,11,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,90,00,12,00,1080,12,10,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,00101,13,1,2,4,27.8657142857143,1,1,1,1,1,1,CUAJADA,4203,600,00,KILOGRAMO,12,1,580,00,10,00,5800,10,20,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05505,00163,11,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,22,50,KILOGRAMO,12,1,0,00, , , , ,15,00,7,50, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05505,00170,12,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,5,00,KILOGRAMO,12,1,0,00, , , , ,4,00,1,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05505,00187,13,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,550,00,KILOGRAMO,12,1,450,00,8,00,3600,8,50,00,50,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05505,00194,14,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,3,00,KILOGRAMO,12,1,0,00, , , , ,3,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05506,00020,3,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,10,00,KILOGRAMO,12,1,0,00, , , , ,8,00,2,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05506,00123,13,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,26,25,KILOGRAMO,12,1,20,00,15,00,300,15,5,25,1,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05506,00131,14,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,13,50,KILOGRAMO,12,1,0,00, , , , ,10,00,3,50, 
2021,01,AMAZONAS,01,CHACHAPOYAS,11,LEVANTO,05507,00035,6,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,3,00,KILOGRAMO,12,1,0,00, , , , ,3,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,19,SAN ISIDRO DE MAINO,05509,00032,3,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,40,00,UNIDAD,24,.25,0,00, , , , ,40,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05524,00088,10,1,2,4,27.8657142857143,1,1,1,1,1,2,YOGURT,4213,8640,00,LITRO,14,1,8640,00,5,00,43200,5,0,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05524,00088,10,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,2400,00,UNIDAD,24,.2,2400,00,3,50,8400,17.5,0,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05525,00112,9,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,167,14,KILOGRAMO,12,1,160,00,10,00,1600,10,7,14,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05525,00127,11,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,9000,00,KILOGRAMO,12,1,9000,00,8,00,72000,8,0,00,0,00, 
2021,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05525,00140,12,1,2,4,27.8657142857143,1,1,1,1,1,1,QUESO,4208,23,12,KILOGRAMO,12,1,0,00, , , , ,15,00,8,12, 
