ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A_400C,P411B_400C,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_1_PRE_KG,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2021,09,HUANCAVELICA,01,HUANCAVELICA,09,LARIA,13339,00028,3,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,90,00,KILOGRAMO,12,1,60,00,15,00,900,15,20,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,09,LARIA,13339,00062,6,1,2,5,67.5641025641026,1,1,1,2, ,1,CHARQUI,4211,8,00,KILOGRAMO,12,1,0,00, , , , ,8,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,09,LARIA,13339,00088,7,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,170,00,KILOGRAMO,12,1,90,00,15,00,1350,15,60,00,20,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,09,LARIA,13339,00133,11,1,2,5,67.5641025641026,1,1,1,2, ,1,CHARQUI,4211,8,00,KILOGRAMO,12,1,0,00, , , , ,6,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,16,VILCA,13342,00011,3,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,10,00,UNIDAD,24,.1,0,00, , , , ,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,16,VILCA,13342,00071,8,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,300,00,UNIDAD,24,.1,0,00, , , , ,200,00,100,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00010,1,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,4,00,8,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00023,2,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,3,00,3,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00043,4,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,40,00,KILOGRAMO,12,1,0,00, , , , ,40,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00055,5,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,3,00,3,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00069,6,1,2,5,62.7380952380952,1,1,1,"2,6", ,1,CHARQUI,4211,64,00,KILOGRAMO,12,1,0,00, , , , ,30,00,34,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00081,8,1,2,5,62.7380952380952,1,0,1,1,1,1,QUESO,4208,8,00,KILOGRAMO,12,1,0,00, , , , ,8,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00082,9,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,3,00,KILOGRAMO,12,1,0,00, , , , ,3,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00104,10,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,6,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00114,11,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,15,00,KILOGRAMO,12,1,0,00, , , , ,5,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00132,13,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,9,00,KILOGRAMO,12,1,0,00, , , , ,2,00,7,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,13,NUEVO OCCORO,13355,00143,14,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,8,00,KILOGRAMO,12,1,0,00, , , , ,8,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00035,3,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,30,00,KILOGRAMO,12,1,15,00,18,00,270,18,10,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00063,5,1,2,5,62.7380952380952,1,1,1,2, ,2,CHARQUI,4211,7,00,KILOGRAMO,12,1,0,00, , , , ,7,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00063,5,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,40,00,KILOGRAMO,12,1,10,00,18,00,180,18,20,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00081,6,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,30,00,18,00,540,18,15,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00081,6,1,2,5,62.7380952380952,1,1,1,2, ,2,CHARQUI,4211,14,00,KILOGRAMO,12,1,0,00, , , , ,10,00,4,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00094,7,1,2,5,62.7380952380952,1,1,1,2, ,2,CHARQUI,4211,7,00,KILOGRAMO,12,1,0,00, , , , ,5,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00094,7,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,0,00, , , , ,10,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00097,8,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,50,00,18,00,900,18,40,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00106,9,1,2,5,62.7380952380952,1,1,1,2, ,2,CHARQUI,4211,20,00,KILOGRAMO,12,1,0,00, , , , ,12,00,8,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00106,9,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,100,00,KILOGRAMO,12,1,30,00,18,00,540,18,50,00,20,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00121,10,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,25,00,18,00,450,18,20,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00121,10,1,2,5,62.7380952380952,1,1,1,2, ,2,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,8,00,4,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00133,11,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,20,00,18,00,360,18,20,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00139,12,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,10,00,18,00,180,18,8,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00153,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,10,00,KILOGRAMO,12,1,5,00,18,00,90,18,5,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13361,00155,14,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,5,00,18,00,90,18,10,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00006,1,1,2,5,62.7380952380952,1,0,1,"2,6", ,1,CHARQUI,4211,32,00,KILOGRAMO,12,1,0,00, , , , ,12,00,20,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00011,2,1,2,5,62.7380952380952,1,0,1,"2,6", ,1,CHARQUI,4211,15,00,KILOGRAMO,12,1,0,00, , , , ,7,00,8,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00026,4,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,70,00,KILOGRAMO,12,1,0,00, , , , ,40,00,30,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00039,5,1,2,5,62.7380952380952,1,0,1,"2,6", ,1,CHARQUI,4211,60,00,KILOGRAMO,12,1,0,00, , , , ,28,00,32,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00052,6,1,2,5,62.7380952380952,1,0,1,"2,6", ,1,CHARQUI,4211,16,00,KILOGRAMO,12,1,0,00, , , , ,16,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00067,8,1,2,5,62.7380952380952,1,0,1,"2,6", ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,4,00,8,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00076,9,1,2,5,62.7380952380952,1,0,1,"2,5,6", ,1,CHARQUI,4211,70,00,KILOGRAMO,12,1,0,00, , , , ,26,00,44,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00092,10,1,2,5,62.7380952380952,1,0,1,"2,6", ,1,CHARQUI,4211,70,00,KILOGRAMO,12,1,0,00, , , , ,65,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00096,12,1,2,5,62.7380952380952,1,1,1,"2,6", ,1,CHARQUI,4211,30,00,KILOGRAMO,12,1,0,00, , , , ,20,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00111,13,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,100,00,KILOGRAMO,12,1,0,00, , , , ,90,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13368,00117,14,1,2,5,62.7380952380952,1,1,1,"2,6", ,1,CHARQUI,4211,50,00,KILOGRAMO,12,1,0,00, , , , ,40,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13374,00014,2,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,611,00,KILOGRAMO,12,1,560,00,15,00,8400,15,31,00,20,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13374,00054,7,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,140,00,KILOGRAMO,12,1,100,00,13,00,1300,13,40,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13374,00081,9,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,6,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13374,00092,11,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,70,00,KILOGRAMO,12,1,30,00,15,00,450,15,35,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13376,00016,2,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,50,00,15,00,750,15,0,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13376,00050,5,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,240,00,KILOGRAMO,12,1,120,00,15,00,1800,15,120,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00004,1,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,1,00,KILOGRAMO,12,1,0,00, , , , ,1,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00006,2,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,42,20,KILOGRAMO,12,1,30,00,15,00,450,15,10,00,2,20, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00038,4,1,2,5,67.5641025641026,1,1,1,"2,6", ,1,CHARQUI,4211,40,00,KILOGRAMO,12,1,0,00, , , , ,38,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00045,5,1,2,5,67.5641025641026,1,1,1,"2,6", ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,10,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00054,6,1,2,5,67.5641025641026,1,1,1,"2,6", ,1,CHARQUI,4211,50,00,KILOGRAMO,12,1,0,00, , , , ,40,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00086,9,1,2,5,67.5641025641026,1,1,1,2, ,1,CHARQUI,4211,5,00,KILOGRAMO,12,1,0,00, , , , ,3,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00089,10,1,2,5,67.5641025641026,1,1,1,2, ,2,CHARQUI,4211,7,00,KILOGRAMO,12,1,0,00, , , , ,5,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00089,10,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,40,00,KILOGRAMO,12,1,20,00,15,00,300,15,15,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13382,00103,11,1,2,5,67.5641025641026,1,1,1,2, ,1,CHARQUI,4211,2,00,KILOGRAMO,12,1,0,00, , , , ,2,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13383,00063,8,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00027,3,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,4,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00032,4,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,9,00,3,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00048,5,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,5,00,KILOGRAMO,12,1,0,00, , , , ,5,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00100,9,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,20,00,15,00,300,15,20,00,10,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00136,13,1,2,5,62.7380952380952,1,1,1,2, ,2,CHARQUI,4211,20,00,KILOGRAMO,12,1,0,00, , , , ,15,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00136,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,30,00,15,00,450,15,15,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13386,00138,14,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,4,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00033,4,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,74,00,KILOGRAMO,12,1,60,00,20,00,1200,20,8,00,6,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00042,6,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,44,00,KILOGRAMO,12,1,35,00,15,00,525,15,5,00,4,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00050,7,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,60,00,KILOGRAMO,12,1,50,00,9,00,450,9,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00062,8,1,2,5,62.7380952380952,1,1,1,1,1,2,QUESO,4208,11,00,KILOGRAMO,12,1,9,00,9,00,81,9,2,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00062,8,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,4,00,KILOGRAMO,12,1,0,00, , , , ,4,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00073,9,1,2,5,62.7380952380952,1,1,1,2, ,1,CHARQUI,4211,5,00,KILOGRAMO,12,1,0,00, , , , ,5,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00084,10,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,23,00,KILOGRAMO,12,1,20,00,9,00,180,9,2,00,1,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00116,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,80,00,KILOGRAMO,12,1,70,00,9,00,630,9,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13401,00124,14,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,44,00,KILOGRAMO,12,1,34,00,15,00,510,15,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13405,00132,10,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,03,ACORIA,13405,00178,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,7,00,KILOGRAMO,12,1,0,00, , , , ,7,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00020,3,1,2,5,67.5641025641026,1,1,1,2, ,1,CHARQUI,4211,6,00,KILOGRAMO,12,1,0,00, , , , ,4,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00033,4,1,2,5,67.5641025641026,1,1,1,6, ,1,CHARQUI,4211,10,00,KILOGRAMO,12,1,0,00, , , , ,6,00,4,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00043,5,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,10,00,KILOGRAMO,12,1,4,00,18,00,72,18,4,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00043,5,1,2,5,67.5641025641026,1,1,1,2, ,2,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,10,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00054,6,1,2,5,67.5641025641026,1,1,1,1,1,2,QUESO,4208,20,00,KILOGRAMO,12,1,5,00,18,00,90,18,10,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00054,6,1,2,5,67.5641025641026,1,1,1,6, ,1,CHARQUI,4211,11,00,KILOGRAMO,12,1,0,00, , , , ,9,00,2,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00079,8,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,60,00,KILOGRAMO,12,1,20,00,18,00,360,18,25,00,15,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13412,00089,9,1,2,5,67.5641025641026,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,0,00, , , , ,15,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00006,1,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,15,00,20,00,300,20,5,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00024,3,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,10,00,20,00,200,20,5,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00049,5,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,13,00,20,00,260,20,7,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00056,6,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,160,00,KILOGRAMO,12,1,140,00,20,00,2800,20,20,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00066,7,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,13,00,20,00,260,20,7,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00081,8,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,48,00,KILOGRAMO,12,1,40,00,18,00,720,18,8,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00100,9,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,70,00,KILOGRAMO,12,1,50,00,18,00,900,18,20,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00118,10,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,40,00,20,00,800,20,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00136,11,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,50,00,KILOGRAMO,12,1,40,00,18,00,720,18,5,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00139,12,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,70,00,KILOGRAMO,12,1,50,00,20,00,1000,20,20,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13419,00159,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,40,00,KILOGRAMO,12,1,20,00,20,00,400,20,20,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00001,1,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,36,00,KILOGRAMO,12,1,0,00, , , , ,36,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00013,2,1,2,5,62.7380952380952,1,1,1,"5,6", ,1,CHARQUI,4211,50,00,KILOGRAMO,12,1,0,00, , , , ,50,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00035,5,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,31,50,KILOGRAMO,12,1,0,00, , , , ,31,50,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00046,6,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,15,00,KILOGRAMO,12,1,0,00, , , , ,15,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00049,7,1,2,5,62.7380952380952,1,0,1,6, ,1,CHARQUI,4211,15,00,KILOGRAMO,12,1,0,00, , , , ,15,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00064,8,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,15,00,KILOGRAMO,12,1,0,00, , , , ,15,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00082,10,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,14,00,KILOGRAMO,12,1,0,00, , , , ,14,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00099,11,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,100,00,KILOGRAMO,12,1,0,00, , , , ,100,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00110,12,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,10,00,KILOGRAMO,12,1,0,00, , , , ,10,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00115,13,1,2,5,62.7380952380952,1,0,1,6, ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,01,HUANCAVELICA,13424,00117,14,1,2,5,62.7380952380952,1,1,1,6, ,1,CHARQUI,4211,12,00,KILOGRAMO,12,1,0,00, , , , ,12,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13428,00099,10,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,100,00,UNIDAD,24,.1,50,00,1,50,75,15,50,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13428,00115,11,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,45,00,UNIDAD,24,.1,0,00, , , , ,30,00,15,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13428,00134,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,100,00,UNIDAD,24,.1,0,00, , , , ,80,00,20,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13428,00150,14,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,190,00,UNIDAD,24,.1,100,00,1,50,150,15,90,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13441,00002,1,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,16,00,KILOGRAMO,12,1,0,00, , , , ,16,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13441,00022,3,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,20,00,KILOGRAMO,12,1,0,00, , , , ,15,00,5,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13441,00064,9,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,34,00,KILOGRAMO,12,1,0,00, , , , ,30,00,4,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13441,00099,12,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,30,00,KILOGRAMO,12,1,10,00,10,00,100,10,20,00,0,00, 
2021,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13441,00113,13,1,2,5,62.7380952380952,1,1,1,1,1,1,QUESO,4208,30,00,KILOGRAMO,12,1,20,00,10,00,200,10,8,00,2,00, 
